gene_or_promoter	start	end	strand	class	genes_in_TU	start_if_select_as_start	cannot_as_start	Uniprot	Description	Gene	proteinMW	Copies/Cell_MG1655.Glucose	g/Protein	cumulativeAbundance
b2361	2474984	2475520	1	gene		2474984	0	P76514					5809958.571344681	64849514722.5358
b2362	2475511	2475873	1	gene		2475520	0	P76515					5809958.571344681	64855324681.10714
b2363	2475873	2476178	1	gene		2475873	0	P76516					5809958.571344681	64861134639.67848
b4545	2476181	2476231	1	gene		2476181	0	Q2EET0					5809958.571344681	64866944598.249825
b4501	2476310	2476510	1	gene		2476310	0	Q2EES9					5809958.571344681	64872754556.82117
b4643	2476584	2476598	1	gene		2476584	0						5809958.571344681	64878564515.39251
b2364	2476694	2477629	-1	gene		2476694	0	P46068					5809958.571344681	64884374473.96385
PM00201	2477630	2477746	-1	promoter	[b2364]	2477630	0						0.0	64884374473.96385
PM00516	2477821	2477846	1	promoter	[b2365, b2366]	2477821	0						0.0	64884374473.96385
b2365	2477847	2479184	1	gene		2477847	0	P08555	DsdX permease OS=Escherichia coli (strain K12) GN=dsdX PE=1 SV=2	dsdX	47113.73234	0.005527655734717722	260.42849275315683	64884374734.39234
PM00200	2479121	2479201	1	promoter	[b2366]	2479184	0						0.0	64884374734.39234
b2366	2479202	2480530	1	gene		2479202	0	P00926	D-serine dehydratase OS=Escherichia coli (strain K12) GN=dsdA PE=1 SV=3	dsdA	47852.13812	202.8453884461508	9706585.54493026	64894081319.93727
b2367	2480638	2482176	-1	gene		2480638	0	P52600					5809958.571344681	64899891278.50861
b2368	2482176	2483339	-1	gene		2482176	0	P52599					5809958.571344681	64905701237.079956
PM0-3281	2483340	2483448	-1	promoter	[b2367, b2368]	2483340	0						0.0	64905701237.079956
PM0-7921	2483631	2483754	1	promoter	[b2370, b2369]	2483631	0						0.0	64905701237.079956
b2369	2483755	2484369	1	gene		2483755	0						5809958.571344681	64911511195.6513
b2370	2484374	2487967	1	gene		2484374	0						5809958.571344681	64917321154.22264
b2371	2488023	2489168	-1	gene		2488023	0	P76518					5809958.571344681	64923131112.79398
b2372	2489242	2490186	-1	gene		2489242	0	P0AA49					5809958.571344681	64928941071.365326
b2373	2490256	2491950	-1	gene		2490256	0	P0AFI0					5809958.571344681	64934751029.93667
b2374	2492004	2493254	-1	gene		2492004	0	P69902					5809958.571344681	64940560988.50801
PM0-9855	2493255	2493439	-1	promoter	[b2374]	2493255	0						0.0	64940560988.50801
b2375	2493767	2494402	-1	gene		2493767	0	P76520					5809958.571344681	64946370947.07935
PM0-9856	2494403	2494433	-1	promoter	[b2371, b2372, b2373, b2374, b2375]	2494403	0						0.0	64946370947.07935
b2376	2494698	2494973	1	gene		2494698	0	O32528					5809958.571344681	64952180905.650696
b2377	2495050	2495292	-1	gene		2495050	0	P76521					5809958.571344681	64957990864.22204
PM0-3621	2495578	2495644	1	promoter	[b2378]	2495578	0						0.0	64957990864.22204
b2378	2495645	2496565	1	gene		2495645	0	P0ACV2					5809958.571344681	64963800822.79338
b4680	2496921	2496992	1	gene		2496921	0	C1P610					5809958.571344681	64969610781.36472
b2379	2497057	2498295	-1	gene		2497057	0	P77434	Uncharacterized aminotransferase YfdZ OS=Escherichia coli (strain K12) GN=yfdZ PE=2 SV=1	yfdZ	46168.71805	79.50870238696155	3670814.8630249896	64973281596.227745
PM0-9593	2498296	2498399	-1	promoter	[b2379]	2498296	0						0.0	64973281596.227745
b2380	2498671	2500368	1	gene		2498671	0						5809958.571344681	64979091554.79909
b2381	2500383	2501117	1	gene		2500383	0						5809958.571344681	64984901513.37043
b2382	2501130	2501987	1	gene		2501130	0	P77396					5809958.571344681	64990711471.94177
b2383	2501990	2504485	-1	gene		2501990	0	P77439					5809958.571344681	64996521430.513115
b2384	2504510	2505547	-1	gene		2504510	0	P77585					5809958.571344681	65002331389.08446
b2385	2505547	2506632	-1	gene		2505547	0	P76524					5809958.571344681	65008141347.6558
b2386	2506647	2507894	-1	gene		2506647	0	P77579					5809958.571344681	65013951306.22714
b2387	2507916	2508242	-1	gene		2507916	0	P69808					5809958.571344681	65019761264.798485
b2388	2508461	2509426	-1	gene		2508461	0	P0A6V8	Glucokinase OS=Escherichia coli (strain K12) GN=glk PE=1 SV=1	glk	34682.97956	392.6408155776774	13617953.381102316	65033379218.17959
PM0-7761	2509427	2509461	-1	promoter	[b2388]	2509427	0						0.0	65033379218.17959
b2389	2509630	2510886	1	gene		2509630	0	P67729					5809958.571344681	65039189176.75093
b2390	2511001	2511327	1	gene		2511001	0	P64542					5809958.571344681	65044999135.32227
b2392	2511468	2512706	-1	gene		2511468	0	P0A769					5809958.571344681	65050809093.893616
PM0-7661	2512707	2512734	-1	promoter	[b2392]	2512707	0						0.0	65050809093.893616
PM00199	2513009	2513041	1	promoter	[b2393]	2513009	0						0.0	65050809093.893616
b2393	2513042	2514244	1	gene		2513042	0	P0AFF2	Nucleoside permease nupC OS=Escherichia coli (strain K12) GN=nupC PE=1 SV=1	nupC	43429.29651	86.6099590157115	3761409.590812282	65054570503.48443
b2394	2514331	2515443	1	gene		2514331	0	P0CF93					5809958.571344681	65060380462.05577
b2395	2515643	2517832	-1	gene		2515643	0	P23842					5809958.571344681	65066190420.62711
b2396	2518041	2518116	-1	gene		2518041	0						5809958.571344681	65072000379.198456
b2397	2518156	2518231	-1	gene		2518156	0						5809958.571344681	65077810337.7698
PM00669	2518232	2518253	-1	promoter	[b2396, b2397]	2518232	0						0.0	65077810337.7698
PM0-46218	2518407	2518466	1	promoter	[b2399, b2398]	2518407	0						0.0	65077810337.7698
b2398	2518467	2518811	1	gene		2518467	0	P0AD37	Uncharacterized protein yfeC OS=Escherichia coli (strain K12) GN=yfeC PE=4 SV=1	yfeC	12693.80872	8.733763795114974	110864.72702085077	65077921202.49682
b2399	2518813	2519205	1	gene		2518813	0	P27238					5809958.571344681	65083731161.06816
b2400	2519257	2520672	-1	gene		2519257	0	P04805	Glutamyl-tRNA synthetase OS=Escherichia coli (strain K12) GN=gltX PE=1 SV=1	gltX	53763.78958	2889.504902229861	155350733.5538647	65239081894.622025
PM329	2520673	2520784	-1	promoter	[b2400]	2520673	0						0.0	65239081894.622025
PM00654	2520924	2520930	1	promoter	[b2401, b2402, b2403, b2404]	2520924	0						0.0	65239081894.622025
b2401	2520931	2521006	1	gene		2520931	0						5809958.571344681	65244891853.19337
b2402	2521051	2521126	1	gene		2521051	0						5809958.571344681	65250701811.76471
b2403	2521173	2521248	1	gene		2521173	0						5809958.571344681	65256511770.33605
b2404	2521253	2521328	1	gene		2521253	0						5809958.571344681	65262321728.907394
b2405	2521593	2522477	-1	gene		2521593	0	P23841					5809958.571344681	65268131687.47874
PM163	2522478	2522563	-1	promoter	[b2405]	2522478	0						0.0	65268131687.47874
b2406	2522729	2523985	-1	gene		2522729	0	P45562					5809958.571344681	65273941646.05008
b2407	2524045	2524878	-1	gene		2524045	0	P45563					5809958.571344681	65279751604.62142
PM501	2524879	2524910	-1	promoter	[b2406, b2407]	2524879	0						0.0	65279751604.62142
b2408	2525127	2525891	1	gene		2525127	0	P45564					5809958.571344681	65285561563.192764
b2409	2525930	2526856	-1	gene		2525930	0	P0ACR7					5809958.571344681	65291371521.76411
b2410	2526946	2527944	1	gene		2526946	0	P39836					5809958.571344681	65297181480.33545
b4546	2527941	2528159	-1	gene		2527944	0	P0AD40	Uncharacterized protein ypeB OS=Escherichia coli (strain K12) GN=ypeB PE=4 SV=1	ypeB	8391.61238	21.856314414669896	183409.71862331635	65297364890.05407
b2411	2528161	2530176	-1	gene		2528161	0	P15042	DNA ligase OS=Escherichia coli (strain K12) GN=ligA PE=1 SV=2	ligA	73542.28557	195.44999307388392	14373839.205294091	65311738729.25936
PM0-10090	2530177	2530201	-1	promoter	[b2411, b4546]	2530177	0						0.0	65311738729.25936
b2412	2530247	2531233	-1	gene		2530247	0	P77173	Cell division protein ZipA OS=Escherichia coli (strain K12) GN=zipA PE=1 SV=3	zipA	36434.29823	986.7314555039795	35950868.12275396	65347689597.38212
b2413	2531463	2532224	1	gene		2531463	0	P0A6J3					5809958.571344681	65353499555.95346
PM0-10091	2532344	2532408	1	promoter	[b2414]	2532344	0						0.0	65353499555.95346
b2414	2532409	2533380	1	gene		2532409	0	P0ABK5	Cysteine synthase A OS=Escherichia coli (strain K12) GN=cysK PE=1 SV=2	cysK	34450.28634	65474.66805780503	2255621062.607835	67609120618.561295
PM00633	2533498	2533763	1	promoter	[b2415, b2416, b2417]	2533498	0						0.0	67609120618.561295
b2415	2533764	2534021	1	gene		2533764	0						5809958.571344681	67614930577.13264
b2416	2534066	2535793	1	gene		2534066	0	P08839	Phosphoenolpyruvate-protein phosphotransferase OS=Escherichia coli (strain K12) GN=ptsI PE=1 SV=1	ptsI	63503.89517	10437.728599195869	662836422.7762455	68277766999.90888
PM00411	2535480	2535833	1	promoter	[b2417]	2535793	0						0.0	68277766999.90888
b2417	2535834	2536343	1	gene		2535834	0	P69783	Glucose-specific phosphotransferase enzyme IIA component OS=Escherichia coli (strain K12) GN=crr PE=1 SV=2	crr	18221.73165	30867.448346782552	562458360.4953078	68840225360.40419
b2418	2536386	2537237	-1	gene		2536386	0	P40191	Pyridoxine kinase OS=Escherichia coli (strain K12) GN=pdxK PE=1 SV=2	pdxK	30810.14428	50.73450129621382	1563137.3049101948	68841788497.7091
PM0-10092	2537238	2537319	-1	promoter	[b2418]	2537238	0						0.0	68841788497.7091
PM-8766	2537315	2537341	1	promoter	[b2420, b2419]	2537319	0						0.0	68841788497.7091
b2419	2537342	2537716	1	gene		2537342	0	Q47702					5809958.571344681	68847598456.28046
b2420	2537749	2538483	1	gene		2537749	0	P78271					5809958.571344681	68853408414.8518
b2421	2538672	2539583	-1	gene		2538672	0	P16703	Cysteine synthase B OS=Escherichia coli (strain K12) GN=cysM PE=1 SV=1	cysM	32625.48081	1401.3502532711327	45719725.79618598	68899128140.648
b2422	2539717	2540814	-1	gene		2539717	0	P16676	Sulfate/thiosulfate import ATP-binding protein CysA OS=Escherichia coli (strain K12) GN=cysA PE=3 SV=2	cysA	41015.48876	433.63283347235927	17785662.607252505	68916913803.25525
b2423	2540804	2541679	-1	gene		2540814	0	P0AEB0	Sulfate transport system permease protein CysW OS=Escherichia coli (strain K12) GN=cysW PE=1 SV=1	cysW	32498.35892	23.558739876703726	765620.3842160342	68917679423.63947
b2424	2541679	2542512	-1	gene		2541679	0	P16701	Sulfate transport system permease protein CysT OS=Escherichia coli (strain K12) GN=cysU PE=3 SV=1	cysU	30254.2464	163.58438719848215	4949122.357495884	68922628545.99696
b2425	2542512	2543528	-1	gene		2542512	0	P16700	Thiosulfate-binding protein OS=Escherichia coli (strain K12) GN=cysP PE=1 SV=1	cysP	37573.27827	3514.635247912421	132056368.18736385	69054684914.18433
PM00196	2543529	2543557	-1	promoter	[b2421, b2422, b2423, b2424, b2425]	2543529	0						0.0	69054684914.18433
b2426	2543832	2544623	-1	gene		2543832	0	P37440	Oxidoreductase ucpA OS=Escherichia coli (strain K12) GN=ucpA PE=1 SV=3	ucpA	27814.33763	267.9389014588154	7452543.069386791	69062137457.25371
PM0-10094	2544624	2544671	-1	promoter	[b2426]	2544624	0						0.0	69062137457.25371
b2427	2544752	2545609	-1	gene		2544752	0	P77245					5809958.571344681	69067947415.82506
PM0-10266	2545610	2545793	-1	promoter	[b2427]	2545610	0						0.0	69067947415.82506
PM0-10275	2545733	2545772	1	promoter	[b2429, b2428]	2545793	1						0.0	69067947415.82506
b2428	2545773	2546669	1	gene		2545793	0	P76535	N-acetylmuramic acid 6-phosphate etherase OS=Escherichia coli (strain K12) GN=murQ PE=1 SV=1	murQ	31182.14441	29.791545375629266	928964.2700999394	69068876380.09515
b2429	2546673	2548097	1	gene		2546673	0	P77272					5809958.571344681	69074686338.6665
b2430	2548102	2549406	1	gene		2548102	0	P77619					5809958.571344681	69080496297.23785
b2431	2549646	2550545	-1	gene		2549646	0	P76536	Uncharacterized protein yfeX OS=Escherichia coli (strain K12) GN=yfeX PE=3 SV=2	yfeX	33013.46217	439.3373554401646	14504047.163691716	69095000344.40155
b2432	2550641	2551216	-1	gene		2550641	0	P76537	Uncharacterized protein yfeY OS=Escherichia coli (strain K12) GN=yfeY PE=1 SV=1	yfeY	20866.10587	189.29338457189337	3949815.8029677514	69098950160.20451
PM0-3684	2551217	2551243	-1	promoter	[b2431, b2432]	2551217	0						0.0	69098950160.20451
b2433	2551277	2551726	-1	gene		2551277	0	P76538					5809958.571344681	69104760118.77586
b2434	2551713	2552138	-1	gene		2551726	0	P76539	Acetyltransferase YpeA OS=Escherichia coli (strain K12) GN=ypeA PE=3 SV=2	ypeA	16283.10396	39.7276017662497	646888.6696413235	69105407007.44551
PM0-2921	2552241	2552351	1	promoter	[b2436, b2435]	2552241	0						0.0	69105407007.44551
b2435	2552352	2553221	1	gene		2552352	0	P36548	N-acetylmuramoyl-L-alanine amidase AmiA OS=Escherichia coli (strain K12) GN=amiA PE=1 SV=1	amiA	31374.88364	105.42048632573749	3307555.491742225	69108714562.93726
PM0-2922	2553205	2553224	1	promoter	[b2436]	2553221	0						0.0	69108714562.93726
b2436	2553225	2554124	1	gene		2553225	0	P36553					5809958.571344681	69114524521.5086
b2437	2554130	2555182	-1	gene		2554130	0	P36547					5809958.571344681	69120334480.07996
b2438	2555228	2555728	-1	gene		2555228	0	P76540					5809958.571344681	69126144438.6513
b2439	2555741	2556400	-1	gene		2555741	0	P76541	Ethanolamine utilization protein EutL OS=Escherichia coli (strain K12) GN=eutL PE=1 SV=1	eutL	22755.48307	21.62123985310064	492001.75742964086	69126636440.40874
b2440	2556410	2557297	-1	gene		2556410	0	P19636	Ethanolamine ammonia-lyase light chain OS=Escherichia coli (strain K12) GN=eutC PE=1 SV=2	eutC	31743.39396	11.376635020736412	361133.0074023687	69126997573.41614
b2441	2557318	2558679	-1	gene		2557318	0	P0AEJ6	Ethanolamine ammonia-lyase heavy chain OS=Escherichia coli (strain K12) GN=eutB PE=1 SV=1	eutB	49353.63876	16.744571901170982	826405.5528012391	69127823978.96893
b2442	2558858	2560066	1	gene		2558858	0	P76542					5809958.571344681	69133633937.54028
b2443	2560257	2560898	1	gene		2560257	0	P76543					5809958.571344681	69139443896.11163
b2444	2561368	2561613	1	gene		2561368	0	P76544					5809958.571344681	69145253854.68298
b2445	2561625	2561993	1	gene		2561625	0	P76545					5809958.571344681	69151063813.25433
PM0-46124	2562053	2562110	1	promoter	[b2447, b2446]	2562053	0						0.0	69151063813.25433
b2446	2562111	2562527	1	gene		2562111	0	P76546					5809958.571344681	69156873771.82568
b2447	2562524	2563117	1	gene		2562527	0	P76547					5809958.571344681	69162683730.39703
b2448	2563592	2563969	1	gene		2563592	0	P76548					5809958.571344681	69168493688.96838
b2449	2563980	2564372	1	gene		2563980	0	P76549					5809958.571344681	69174303647.53973
b2450	2564523	2565332	1	gene		2564523	0	P76550	Uncharacterized protein yffS OS=Escherichia coli (strain K12) GN=yffS PE=4 SV=2	yffS	29714.05213	71.8588766119518	2135218.4056507736	69176438865.94539
b2451	2565481	2566884	-1	gene		2565481	0	P76551					5809958.571344681	69182248824.51674
b2452	2566881	2568107	-1	gene		2566884	0	P76552					5809958.571344681	69188058783.08809
b2453	2568324	2569511	-1	gene		2568324	0	P76553					5809958.571344681	69193868741.65944
b2454	2569501	2570337	-1	gene		2569511	0	P77277					5809958.571344681	69199678700.23079
b2455	2570348	2571751	-1	gene		2570348	0	P77445					5809958.571344681	69205488658.80214
b2456	2571763	2572050	-1	gene		2571763	0	P0AEJ8					5809958.571344681	69211298617.37349
b2457	2572157	2572450	-1	gene		2572157	0	P0ABF4	Ethanolamine utilization protein EutM OS=Escherichia coli (strain K12) GN=eutM PE=1 SV=1	eutM	9841.19138	1.9176630778967088	18872.08935194136	69211317489.46284
b2458	2572489	2573505	-1	gene		2572489	0	P77218					5809958.571344681	69217127448.0342
b2459	2573502	2574305	-1	gene		2573505	0	P65643					5809958.571344681	69222937406.60555
b2460	2574302	2575003	-1	gene		2574305	0	P76555					5809958.571344681	69228747365.1769
b2461	2574978	2575457	-1	gene		2575003	0	P76556					5809958.571344681	69234557323.74825
b2462	2575470	2575805	-1	gene		2575470	0	P63746					5809958.571344681	69240367282.3196
b2463	2576098	2578377	-1	gene		2576098	0	P76558	NADP-dependent malic enzyme OS=Escherichia coli (strain K12) GN=maeB PE=1 SV=1	maeB	82346.78295	277.4897757105736	22850390.331282787	69263217672.65088
PM0-8523	2578570	2578665	1	promoter	[b2465, b2464]	2578570	0						0.0	69263217672.65088
PM0-10095	2578608	2578665	1	promoter	[b2464]	2578665	0						0.0	69263217672.65088
b2464	2578666	2579616	1	gene		2578666	0	P0A867	Transaldolase A OS=Escherichia coli (strain K12) GN=talA PE=1 SV=1	talA	35618.46965	286.071835585658	10189440.993527548	69273407113.64441
PM0-7682	2579308	2579635	1	promoter	[b2465]	2579616	0						0.0	69273407113.64441
b2465	2579636	2581639	1	gene		2579636	0	P33570	Transketolase 2 OS=Escherichia coli (strain K12) GN=tktB PE=1 SV=1	tktB	72978.83065	201.08416102543544	14674886.933872584	69288082000.57828
b2466	2581734	2582777	-1	gene		2581734	0	P76559					5809958.571344681	69293891959.14963
b2467	2582903	2583478	-1	gene		2582903	0	P37128	GDP-mannose pyrophosphatase nudK OS=Escherichia coli (strain K12) GN=nudK PE=1 SV=2	nudK	21717.06677	2569.6414366816325	55805074.655373745	69349697033.80501
b2468	2583546	2585525	-1	gene		2583546	0	P37127					5809958.571344681	69355506992.37636
PM0-36247	2585577	2585730	1	promoter	[b2469]	2585577	0						0.0	69355506992.37636
b2469	2585731	2587431	1	gene		2585731	0						5809958.571344681	69361316950.94771
PM0-8401	2587475	2587594	1	promoter	[b2470]	2587475	0						0.0	69361316950.94771
b2470	2587595	2590708	1	gene		2587595	0	P24177	Probable aminoglycoside efflux pump OS=Escherichia coli (strain K12) GN=acrD PE=3 SV=3	acrD	112957.1519	0.0017545146741359751	198.18498055715634	69361317149.13269
b4606	2590807	2590866	-1	gene		2590807	0	A5A621					5809958.571344681	69367127107.70404
PM0-36248	2590867	2590970	-1	promoter	[b4606]	2590867	0						0.0	69367127107.70404
b2471	2591247	2591603	1	gene		2591247	0	P24178	Protein YffB OS=Escherichia coli (strain K12) GN=yffB PE=1 SV=1	yffB	13573.86528	19.57492090906721	265707.3392863334	69367392815.04332
PM0-9564	2591560	2591606	1	promoter	[b4547, b2472]	2591603	0						0.0	69367392815.04332
b2472	2591607	2592734	1	gene		2591607	0	P0AED7	Succinyl-diaminopimelate desuccinylase OS=Escherichia coli (strain K12) GN=dapE PE=1 SV=1	dapE	41224.8347	104.08388343085464	4290840.889371051	69371683655.9327
b4547	2592762	2592962	1	gene		2592762	0	Q2EET2					5809958.571344681	69377493614.50404
b2473	2593072	2593770	-1	gene		2593072	0	P76561	Esterase YpfH OS=Escherichia coli (strain K12) GN=ypfH PE=3 SV=2	ypfH	24821.4456	43.14255295902636	1070860.531317592	69378564475.03535
b2474	2593844	2595859	-1	gene		2593844	0	P76562					5809958.571344681	69384374433.6067
b2475	2595874	2596737	-1	gene		2595874	0	P64429	Uncharacterized protein ypfJ OS=Escherichia coli (strain K12) GN=ypfJ PE=4 SV=1	ypfJ	31422.2905	78.35376113239842	2462054.644069832	69386836488.25078
b2476	2596905	2597618	-1	gene		2596905	0	P0A7D7	Phosphoribosylaminoimidazole-succinocarboxamide synthase OS=Escherichia coli (strain K12) GN=purC PE=1 SV=1	purC	26959.72675	9026.367576285113	243348403.40170643	69630184891.65248
PM00076	2597619	2597781	-1	promoter	[b2476]	2597619	0						0.0	69630184891.65248
b2477	2597831	2598865	-1	gene		2597831	0	P0A903	Lipoprotein 34 OS=Escherichia coli (strain K12) GN=nlpB PE=1 SV=1	nlpB	36801.60236	1778.4066401275563	65448214.00435794	69695633105.65685
PM0-4401	2598866	2599014	-1	promoter	[b2477]	2598866	0						0.0	69695633105.65685
b2478	2598882	2599760	-1	gene		2599014	0	P0A6L2	Dihydrodipicolinate synthase OS=Escherichia coli (strain K12) GN=dapA PE=1 SV=1	dapA	31232.09735	4311.696511418682	134663325.18828368	69830296430.84512
