gene_or_promoter	start	end	strand	class	genes_in_TU	start_if_select_as_start	cannot_as_start	Uniprot	Description	Gene	Cellular protein location (according to www.uniprot.org)	A14.07036	A14.07037	A14.07038	cumulativeMass	iBAQ_W3110	iBAQ_W3110_cumulative_abundance
PM0-3781	2427792	2427849	-1	promoter	[b2306, b2307, b2308, b2309, b2310]	2427792	0					0.0			104.18169725399088	-8.181174514997334e-07	0.4171504499651455
b2311	2428057	2428626	-1	gene		2428057	0	P0AG03				0.017911945107084437			104.19960919909796	-8.181174514997334e-07	0.417149631847694
b2312	2428721	2430238	-1	gene		2428721	0	P0AG16	Amidophosphoribosyltransferase OS=Escherichia coli (strain K12) GN=purF PE=1 SV=2	purF	Cytoplasm	0.07221908200402354	0.06883408111309236	0.07372635490946383	104.271828281102	0.0002530494069363733	0.4171488137302425
b2313	2430275	2430763	-1	gene		2430275	0	P08550	Colicin V production protein OS=Escherichia coli (strain K12) GN=cvpA PE=1 SV=1	cvpA	Cell inner membrane	0.00019301146895208304	0.0002448922627762609	0.0003033058534921478	104.27202129257094	-8.181174514997334e-07	0.41740186313717886
PM00629	2430764	2430800	-1	promoter	[b2311, b2312, b2313]	2430764	0					0.0			104.27202129257094	-8.181174514997334e-07	0.41740104501972736
b2314	2431022	2431684	-1	gene		2431022	0	P09549				0.017911945107084437			104.28993323767806	3.355888149237114e-05	0.41740022690227585
b2315	2431674	2432942	-1	gene		2431684	0	P08192				0.017911945107084437			104.30784518278513	4.4069112669252225e-05	0.4174337857837682
b2316	2433012	2433926	-1	gene		2433012	0	P0A9Q5	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta OS=Escherichia coli (strain K12) GN=accD PE=1 SV=1	accD	Cytoplasm	0.09175749452176912	0.09849946466507196	0.09015140980631044	104.39960267730689	0.0003037239664060037	0.41747785489643746
PM00526	2433927	2434015	-1	promoter	[b2316]	2433927	0					0.0			104.39960267730689	-8.181174514997334e-07	0.41778157886284345
b2317	2434082	2434741	-1	gene		2434082	0	P0ABP6				0.017911945107084437			104.41751462241398	5.549312887225679e-06	0.41778076074539194
b2318	2434824	2435636	-1	gene		2434824	0	P07649				0.017911945107084437			104.43542656752106	3.832016886428486e-06	0.41778631005827915
b2319	2435636	2436649	-1	gene		2435636	0	P08390				0.017911945107084437			104.45333851262815	0.00014619294144543974	0.41779014207516557
PM0-5423	2436650	2436890	-1	promoter	[b2317, b2318, b2319]	2436650	0					0.0			104.45333851262815	-8.181174514997334e-07	0.41793633501661104
b2320	2436715	2437851	-1	gene		2436890	0	P05459	Erythronate-4-phosphate dehydrogenase OS=Escherichia coli (strain K12) GN=pdxB PE=2 SV=2	pdxB	Cytoplasm	0.04982082668239215	0.055291162937075984	0.05058882944680749	104.50315933931056	0.0002493898101332618	0.41793551689915953
PM00405	2437852	2437884	-1	promoter	[b2317, b2318, b2319, b2320]	2437852	0					0.0			104.50315933931056	-8.181174514997334e-07	0.4181849067092928
PM00406	2437912	2437949	1	promoter	[b2321]	2437912	0					0.0			104.50315933931056	-8.181174514997334e-07	0.4181840885918413
b2321	2437950	2438945	1	gene		2437950	0	P15286				0.017911945107084437			104.52107128441764	1.3286923271762377e-05	0.4181832704743898
b2322	2438942	2440120	-1	gene		2438945	0	P77549				0.017911945107084437			104.53898322952473	-8.181174514997334e-07	0.41819655739766154
b2323	2440385	2441605	-1	gene		2440385	0	P0A953	3-oxoacyl-[acyl-carrier-protein] synthase 1 OS=Escherichia coli (strain K12) GN=fabB PE=1 SV=1	fabB	Cytoplasm	0.9477952768760299	0.9519562375825744	0.9692457142058216	105.48677850640075	0.0010898888486171024	0.41819573928021003
PM00407	2441606	2441641	-1	promoter	[b2323]	2441606	0					0.0			105.48677850640075	-8.181174514997334e-07	0.41928562812882714
b2324	2441764	2443770	1	gene		2441764	0	P77182	tRNA 5-methylaminomethyl-2-thiouridine biosynthesis bifunctional protein mnmC OS=Escherichia coli (strain K12) GN=mnmC PE=1 SV=2	mnmC	Cytoplasm	0.0008461243492859643	0.0008161152387850801	0.0007952029899347877	105.48762463075005	-8.181174514997334e-07	0.41928481001137563
b2325	2443891	2444169	-1	gene		2443891	0	P64540				0.017911945107084437			105.50553657585712	0.00023853862845986192	0.4192839918939241
b2326	2444203	2444751	-1	gene		2444203	0	P76938				0.017911945107084437			105.52344852096421	2.5959487652317697e-05	0.419522530522384
b2327	2444751	2445560	-1	gene		2444751	0	P0AD30				0.017911945107084437			105.5413604660713	-8.181174514997334e-07	0.4195484900100363
b2328	2445560	2446384	-1	gene		2445560	0	P0C0T5	Penicillin-insensitive murein endopeptidase OS=Escherichia coli (strain K12) GN=mepA PE=1 SV=1	mepA	Periplasm	0.00032574704010480173	0.00038260912679680153	0.0003431946669022812	105.5416862131114	-8.181174514997334e-07	0.4195476718925848
b2329	2446388	2447473	-1	gene		2446388	0	P12008				0.017911945107084437			105.55959815821848	0.00018373804438050597	0.4195468537751333
b2330	2447508	2448440	-1	gene		2447508	0	P39199				0.017911945107084437			105.57751010332558	0.000281723334156482	0.4197305918195138
b2331	2448606	2449157	1	gene		2448606	0	P0A8B2				0.017911945107084437			105.5954220484327	2.8075813625603795e-05	0.42001231515367027
b2332	2449228	2450049	-1	gene		2449228	0	P76498				0.017911945107084437			105.61333399353977	-8.181174514997334e-07	0.4200403909672959
b2333	2450051	2450590	-1	gene		2450051	0	P76499				0.017911945107084437			105.63124593864686	-8.181174514997334e-07	0.4200395728498444
b2334	2450587	2451075	-1	gene		2450590	0	P76500				0.017911945107084437			105.64915788375393	-8.181174514997334e-07	0.4200387547323929
b2335	2451072	2451584	-1	gene		2451075	0	P76501				0.017911945107084437			105.667069828861	-8.181174514997334e-07	0.4200379366149414
b2336	2451584	2452336	-1	gene		2451584	0	P77599				0.017911945107084437			105.68498177396809	-8.181174514997334e-07	0.42003711849748987
b4661	2452356	2455001	-1	gene		2452356	0					0.017911945107084437			105.7028937190752	-8.181174514997334e-07	0.42003630038003836
b2339	2455083	2455646	-1	gene		2455083	0	P77288				0.017911945107084437			105.72080566418228	-8.181174514997334e-07	0.42003548226258686
b2340	2456327	2456812	-1	gene		2456327	0	P76502				0.017911945107084437			105.73871760928937	4.452263891586327e-05	0.42003466414513535
PM0-3681	2456813	2456999	-1	promoter	[b2340]	2456813	0					0.0			105.73871760928937	-8.181174514997334e-07	0.4200791867840512
b2341	2457015	2459159	-1	gene		2457015	0	P77399	Fatty acid oxidation complex subunit alpha OS=Escherichia coli (strain K12) GN=fadJ PE=1 SV=1	fadJ	Cytoplasm	0.002538358243025357	0.003383834834752329	0.00309264039427998	105.74125596753241	-8.181174514997334e-07	0.4200783686665997
b2342	2459159	2460469	-1	gene		2459159	0	P76503	3-ketoacyl-CoA thiolase OS=Escherichia coli (strain K12) GN=fadI PE=1 SV=1	fadI	Cytoplasm	0.0017375929574461088	0.0030589693814766714	0.0016949481887302712	105.74299356048985	-8.181174514997334e-07	0.4200775505491482
PM0-5561	2460470	2460511	-1	promoter	[b2341, b2342]	2460470	0					0.0			105.74299356048985	-8.181174514997334e-07	0.4200767324316967
b2343	2460650	2460934	-1	gene		2460650	0	P0AD33				0.017911945107084437			105.76090550559692	5.0135139835180904e-05	0.4200759143142452
PM0-10086	2460935	2460979	-1	promoter	[b2343]	2460935	0					0.0			105.76090550559692	-8.181174514997334e-07	0.4201260494540804
PM00110	2461205	2461305	1	promoter	[b2344]	2461205	0					0.0			105.76090550559692	-8.181174514997334e-07	0.4201252313366289
b2344	2461306	2462646	1	gene		2461306	0	P10384	Long-chain fatty acid transport protein OS=Escherichia coli (strain K12) GN=fadL PE=1 SV=5	fadL	Cell outer membrane	0.03786892421496172	0.03803988068711173	0.041459595700056064	105.79877442981187	1.3748666122282643e-05	0.4201244132191774
b2345	2463012	2464070	1	gene		2463012	0	P76505				0.017911945107084437			105.81668637491896	-8.181174514997334e-07	0.4201381618852997
b2346	2464252	2465007	-1	gene		2464252	0	P76506	Probable phospholipid-binding lipoprotein mlaA OS=Escherichia coli (strain K12) GN=mlaA PE=1 SV=1	mlaA	Cell outer membrane	0.01597923135569864	0.015023682315002947	0.016062654863509534	105.83266560627469	0.00034034622515409795	0.42013734376784817
PM0-10087	2465008	2465135	-1	promoter	[b2346]	2465008	0					0.0			105.83266560627469	-8.181174514997334e-07	0.4204776899930023
b2347	2465301	2466233	1	gene		2465301	0	P37327	Inner membrane protein yfdC OS=Escherichia coli (strain K12) GN=yfdC PE=1 SV=1	yfdC	Cell inner membrane	0.00021870674793316705	0.0006718340991986298	0.0010581038929375146	105.83288431302259	-8.181174514997334e-07	0.4204768718755508
PM00653	2466308	2466308	1	promoter	[b2348]	2466308	0					0.0			105.83288431302259	-8.181174514997334e-07	0.42047605375809927
b2348	2466309	2466383	1	gene		2466309	0					0.017911945107084437			105.85079625812969	-8.181174514997334e-07	0.42047523564064776
PM0-36189	2466515	2466544	1	promoter	[b2349]	2466515	0					0.0			105.85079625812969	-8.181174514997334e-07	0.42047441752319625
b2349	2466545	2467702	1	gene		2466545	0	P37326				0.017911945107084437			105.86870820323679	-8.181174514997334e-07	0.42047359940574475
b2350	2467855	2468217	1	gene		2467855	0	P77682				0.017911945107084437			105.88662014834387	-8.181174514997334e-07	0.42047278128829324
b2351	2468214	2469134	1	gene		2468217	0	P77293	Bactoprenol glucosyl transferase homolog from prophage CPS-53 OS=Escherichia coli (strain K12) GN=yfdH PE=1 SV=1	yfdH	Cell inner membrane	0.00020121134317397136	0.00025779442451554847	0.0001934396316096461	105.88682135968705	6.898868383813504e-05	0.42047196317084173
b2352	2469131	2470462	1	gene		2469134	0	P76507	Uncharacterized protein yfdI OS=Escherichia coli (strain K12) GN=yfdI PE=4 SV=1	yfdI	Cell membrane	0.009706937663708629	0.00957858219817668	0.009802664162997287	105.89652829735073	6.476022888981584e-05	0.4205409518546799
b2353	2470815	2471105	1	gene		2470815	0					0.017911945107084437			105.91444024245784	-8.181174514997334e-07	0.42060571208356967
b2354	2471077	2471517	-1	gene		2471105	0	P77656				0.017911945107084437			105.93235218756493	-8.181174514997334e-07	0.42060489396611817
b2355	2471544	2472122	-1	gene		2471544	0	P76508				0.017911945107084437			105.950264132672	-8.181174514997334e-07	0.42060407584866666
b2356	2472118	2472387	-1	gene		2472122	0	P76509				0.017911945107084437			105.96817607777908	-8.181174514997334e-07	0.42060325773121515
b2357	2472387	2472881	-1	gene		2472387	0	P76510				0.017911945107084437			105.98608802288618	-8.181174514997334e-07	0.42060243961376365
b2358	2472878	2473585	-1	gene		2472881	0	P0AD35				0.017911945107084437			106.00399996799328	-8.181174514997334e-07	0.42060162149631214
b2359	2473604	2473966	1	gene		2473604	0	P76512				0.017911945107084437			106.02191191310035	-8.181174514997334e-07	0.42060080337886063
b2360	2474032	2474856	1	gene		2474032	0	P76513				0.017911945107084437			106.03982385820744	-8.181174514997334e-07	0.4205999852614091
b2361	2474984	2475520	1	gene		2474984	0	P76514				0.017911945107084437			106.05773580331451	-8.181174514997334e-07	0.4205991671439576
b2362	2475511	2475873	1	gene		2475520	0	P76515				0.017911945107084437			106.07564774842163	-8.181174514997334e-07	0.4205983490265061
b2363	2475873	2476178	1	gene		2475873	0	P76516				0.017911945107084437			106.0935596935287	-8.181174514997334e-07	0.4205975309090546
b4545	2476181	2476231	1	gene		2476181	0	Q2EET0				0.017911945107084437			106.11147163863579	-8.181174514997334e-07	0.4205967127916031
b4501	2476310	2476510	1	gene		2476310	0	Q2EES9				0.017911945107084437			106.12938358374286	-8.181174514997334e-07	0.4205958946741516
b4643	2476584	2476598	1	gene		2476584	0					0.017911945107084437			106.14729552884995	-8.181174514997334e-07	0.4205950765567001
b2364	2476694	2477629	-1	gene		2476694	0	P46068				0.017911945107084437			106.16520747395704	-8.181174514997334e-07	0.4205942584392486
PM00201	2477630	2477746	-1	promoter	[b2364]	2477630	0					0.0			106.16520747395704	-8.181174514997334e-07	0.4205934403217971
PM00516	2477821	2477846	1	promoter	[b2365, b2366]	2477821	0					0.0			106.16520747395704	-8.181174514997334e-07	0.42059262220434557
b2365	2477847	2479184	1	gene		2477847	0	P08555				0.017911945107084437			106.18311941906414	-8.181174514997334e-07	0.42059180408689406
PM00200	2479121	2479201	1	promoter	[b2366]	2479184	0					0.0			106.18311941906414	-8.181174514997334e-07	0.42059098596944255
b2366	2479202	2480530	1	gene		2479202	0	P00926				0.017911945107084437			106.20103136417124	6.612533110966255e-06	0.42059016785199105
b2367	2480638	2482176	-1	gene		2480638	0	P52600				0.017911945107084437			106.21894330927832	-8.181174514997334e-07	0.420596780385102
b2368	2482176	2483339	-1	gene		2482176	0	P52599				0.017911945107084437			106.23685525438542	-8.181174514997334e-07	0.4205959622676505
PM0-3281	2483340	2483448	-1	promoter	[b2367, b2368]	2483340	0					0.0			106.23685525438542	-8.181174514997334e-07	0.420595144150199
PM0-7921	2483631	2483754	1	promoter	[b2370, b2369]	2483631	0					0.0			106.23685525438542	-8.181174514997334e-07	0.4205943260327475
b2369	2483755	2484369	1	gene		2483755	0					0.017911945107084437			106.25476719949249	-8.181174514997334e-07	0.420593507915296
b2370	2484374	2487967	1	gene		2484374	0					0.017911945107084437			106.27267914459956	-8.181174514997334e-07	0.4205926897978445
b2371	2488023	2489168	-1	gene		2488023	0	P76518				0.017911945107084437			106.2905910897067	-8.181174514997334e-07	0.42059187168039297
b2372	2489242	2490186	-1	gene		2489242	0	P0AA49				0.017911945107084437			106.30850303481377	-8.181174514997334e-07	0.42059105356294146
b2373	2490256	2491950	-1	gene		2490256	0	P0AFI0				0.017911945107084437			106.32641497992084	-8.181174514997334e-07	0.42059023544548996
b2374	2492004	2493254	-1	gene		2492004	0	P69902				0.017911945107084437			106.34432692502793	4.4064137421602164e-05	0.42058941732803845
PM0-9855	2493255	2493439	-1	promoter	[b2374]	2493255	0					0.0			106.34432692502793	-8.181174514997334e-07	0.42063348146546004
b2375	2493767	2494402	-1	gene		2493767	0	P76520				0.017911945107084437			106.36223887013502	1.2794397176304606e-05	0.42063266334800853
PM0-9856	2494403	2494433	-1	promoter	[b2371, b2372, b2373, b2374, b2375]	2494403	0					0.0			106.36223887013502	-8.181174514997334e-07	0.42064545774518486
b2376	2494698	2494973	1	gene		2494698	0	O32528				0.017911945107084437			106.3801508152421	-8.181174514997334e-07	0.42064463962773335
b2377	2495050	2495292	-1	gene		2495050	0	P76521				0.017911945107084437			106.39806276034919	-8.181174514997334e-07	0.42064382151028185
PM0-3621	2495578	2495644	1	promoter	[b2378]	2495578	0					0.0			106.39806276034919	-8.181174514997334e-07	0.42064300339283034
b2378	2495645	2496565	1	gene		2495645	0	P0ACV2				0.017911945107084437			106.41597470545628	-8.181174514997334e-07	0.42064218527537883
b4680	2496921	2496992	1	gene		2496921	0	C1P610				0.017911945107084437			106.43388665056335	-8.181174514997334e-07	0.4206413671579273
b2379	2497057	2498295	-1	gene		2497057	0	P77434	Uncharacterized aminotransferase YfdZ OS=Escherichia coli (strain K12) GN=yfdZ PE=2 SV=1	alaC	Cytoplasm	0.005324965394301771	0.0071421967811822785	0.007483715623811858	106.43921161595767	1.6195860473777843e-05	0.4206405490404758
PM0-9593	2498296	2498399	-1	promoter	[b2379]	2498296	0					0.0			106.43921161595767	-8.181174514997334e-07	0.4206567449009496
b2380	2498671	2500368	1	gene		2498671	0					0.017911945107084437			106.45712356106476	-8.181174514997334e-07	0.4206559267834981
b2381	2500383	2501117	1	gene		2500383	0					0.017911945107084437			106.47503550617184	-8.181174514997334e-07	0.4206551086660466
b2382	2501130	2501987	1	gene		2501130	0	P77396				0.017911945107084437			106.49294745127894	-8.181174514997334e-07	0.4206542905485951
b2383	2501990	2504485	-1	gene		2501990	0	P77439				0.017911945107084437			106.51085939638601	-8.181174514997334e-07	0.4206534724311436
b2384	2504510	2505547	-1	gene		2504510	0	P77585				0.017911945107084437			106.52877134149313	-8.181174514997334e-07	0.4206526543136921
b2385	2505547	2506632	-1	gene		2505547	0	P76524				0.017911945107084437			106.54668328660021	-8.181174514997334e-07	0.4206518361962406
b2386	2506647	2507894	-1	gene		2506647	0	P77579				0.017911945107084437			106.56459523170729	-8.181174514997334e-07	0.4206510180787891
b2387	2507916	2508242	-1	gene		2507916	0	P69808				0.017911945107084437			106.58250717681436	-8.181174514997334e-07	0.42065019996133757
b2388	2508461	2509426	-1	gene		2508461	0	P0A6V8	Glucokinase OS=Escherichia coli (strain K12) GN=glk PE=1 SV=1	glk	Cytoplasm	0.028554846020993962	0.028614019051212827	0.03214935906153787	106.61106202283536	0.00017587405541753535	0.42064938184388606
PM0-7761	2509427	2509461	-1	promoter	[b2388]	2509427	0					0.0			106.61106202283536	-8.181174514997334e-07	0.4208252558993036
b2389	2509630	2510886	1	gene		2509630	0	P67729				0.017911945107084437			106.62897396794244	-8.181174514997334e-07	0.4208244377818521
b2390	2511001	2511327	1	gene		2511001	0	P64542				0.017911945107084437			106.64688591304954	-8.181174514997334e-07	0.42082361966440057
b2392	2511468	2512706	-1	gene		2511468	0	P0A769				0.017911945107084437			106.66479785815665	2.4220349349696397e-05	0.42082280154694907
PM0-7661	2512707	2512734	-1	promoter	[b2392]	2512707	0					0.0			106.66479785815665	-8.181174514997334e-07	0.42084702189629875
PM00199	2513009	2513041	1	promoter	[b2393]	2513009	0					0.0			106.66479785815665	-8.181174514997334e-07	0.42084620377884724
b2393	2513042	2514244	1	gene		2513042	0	P0AFF2	Nucleoside permease nupC OS=Escherichia coli (strain K12) GN=nupC PE=1 SV=1	nupC	Cell inner membrane	0.008193372007925501	0.010009386298022806	0.008775238179884296	106.67299123016457	2.6354060697985746e-05	0.42084538566139573
b2394	2514331	2515443	1	gene		2514331	0	P0CF93				0.017911945107084437			106.69090317527164	-8.181174514997334e-07	0.42087173972209374
b2395	2515643	2517832	-1	gene		2515643	0	P23842				0.017911945107084437			106.70881512037872	3.3983351354995273e-06	0.42087092160464223
b2396	2518041	2518116	-1	gene		2518041	0					0.017911945107084437			106.72672706548582	-8.181174514997334e-07	0.42087431993977775
b2397	2518156	2518231	-1	gene		2518156	0					0.017911945107084437			106.7446390105929	-8.181174514997334e-07	0.42087350182232625
