gene_or_promoter	start	end	strand	class	genes_in_TU	start_if_select_as_start	cannot_as_start	Uniprot	Description	Gene	proteinMW	Copies/Cell_MG1655.Glucose	g/Protein	cumulativeAbudance
b2215	2311646	2312749	-1	gene		2311646	0	P06996	Outer membrane protein C OS=Escherichia coli (strain K12) GN=ompC PE=1 SV=1	ompC	40325.36434	20763.206183868064	837283854.2310207	67366584991.7142
PM00630	2312750	2312887	-1	promoter	[b2215]	2312750	0						5809958.571344681	67372394950.285545
PM00401	2313084	2313083	1	promoter	[b4439]	2313084	1						5809958.571344681	67378204908.85689
b4439	2313084	2313176	1	gene		2313084	0						5809958.571344681	67384014867.42823
PM0-36140	2313452	2313487	1	promoter	[b2217, b2216]	2313452	0						5809958.571344681	67389824825.99957
b2216	2313488	2316160	1	gene		2313488	0						5809958.571344681	67395634784.570915
PM0-36142	2315695	2316176	1	promoter	[b2217]	2316160	0						5809958.571344681	67401444743.14226
b2217	2316177	2316827	1	gene		2316177	0						5809958.571344681	67407254701.7136
b2218	2317027	2319876	-1	gene		2317027	0						5809958.571344681	67413064660.28494
b2219	2320043	2321869	1	gene		2320043	0	Q06067					5809958.571344681	67418874618.856285
b2220	2321866	2323251	1	gene		2321869	0						5809958.571344681	67424684577.42763
PM00155	2323412	2323446	1	promoter	[b2224, b2221, b2222, b2223]	2323412	0						5809958.571344681	67430494535.99897
b2221	2323447	2324109	1	gene		2323447	0	P76458					5809958.571344681	67436304494.57031
b2222	2324109	2324759	1	gene		2324109	0	P76459					5809958.571344681	67442114453.141655
b2223	2324756	2326078	1	gene		2324759	0	P76460					5809958.571344681	67447924411.713
b2224	2326109	2327293	1	gene		2326109	0	P76461					5809958.571344681	67453734370.28434
b2225	2327367	2328143	-1	gene		2327367	0	P76462					5809958.571344681	67459544328.85568
b2226	2328148	2329797	-1	gene		2328148	0	P76463					5809958.571344681	67465354287.427025
b4500	2329798	2334402	-1	gene		2329798	0						5809958.571344681	67471164245.99837
b2229	2334336	2334959	-1	gene		2334402	0	P76466	Uncharacterized protein yfaT OS=Escherichia coli (strain K12) GN=yfaT PE=4 SV=2	yfaT	23733.79485	2.6179010665558544	62132.72685123284	67471226378.72522
b2230	2334956	2336644	-1	gene		2334959	0	P17994					5809958.571344681	67477036337.29656
b2231	2336793	2339420	-1	gene		2336793	0	P0AES4	DNA gyrase subunit A OS=Escherichia coli (strain K12) GN=gyrA PE=1 SV=1	gyrA	96885.40294	517.4973829090649	50137942.46354022	67527174279.7601
PM00192	2339421	2339457	-1	promoter	[b2231]	2339421	0						5809958.571344681	67532984238.33144
PM00169	2339539	2339566	1	promoter	[b2232]	2339539	0						5809958.571344681	67538794196.90279
b2232	2339567	2340289	1	gene		2339567	0	P17993	3-demethylubiquinone-9 3-methyltransferase OS=Escherichia coli (strain K12) GN=ubiG PE=1 SV=1	ubiG	26520.48429	1038.7538810106848	27548255.982520398	67566342452.88531
b2233	2340417	2344169	-1	gene		2340417	0	P45508					5809958.571344681	67572152411.45665
PM00063	2344755	2344864	1	promoter	[b2236, b2234, b2235]	2344755	0						5809958.571344681	67577962370.02799
b2234	2344865	2347150	1	gene		2344865	0	P00452	Ribonucleoside-diphosphate reductase 1 subunit alpha OS=Escherichia coli (strain K12) GN=nrdA PE=1 SV=2	nrdA	85703.20812	414.3852513320344	35514145.43676785	67613476515.46476
b2235	2347384	2348514	1	gene		2347384	0	P69924	Ribonucleoside-diphosphate reductase 1 subunit beta OS=Escherichia coli (strain K12) GN=nrdB PE=1 SV=2	nrdB	43471.70663	343.1214673317732	14916075.766301975	67628392591.231064
b2236	2348514	2348768	1	gene		2348514	0	P0ABW3					5809958.571344681	67634202549.80241
b2237	2348822	2349472	-1	gene		2348822	0	P27294					5809958.571344681	67640012508.37375
PM0-2021	2349473	2349499	-1	promoter	[b2237]	2349473	0						5809958.571344681	67645822466.94509
b2238	2349651	2349893	1	gene		2349651	0	P45505					5809958.571344681	67651632425.51643
b2239	2349935	2351011	-1	gene		2349935	0	P09394	Glycerophosphoryl diester phosphodiesterase OS=Escherichia coli (strain K12) GN=glpQ PE=1 SV=2	glpQ	40799.26496	539.4212195475877	22007989.261368364	67673640414.7778
b2240	2351016	2352374	-1	gene		2351016	0	P08194	Glycerol-3-phosphate transporter OS=Escherichia coli (strain K12) GN=glpT PE=1 SV=1	glpT	50258.70958	50.813157988015455	2553803.750162326	67676194218.52796
PM00039	2352375	2352451	-1	promoter	[b2239, b2240]	2352375	0						5809958.571344681	67682004177.099304
PM00037	2352583	2352646	1	promoter	[b2241, b2242, b2243]	2352583	0						5809958.571344681	67687814135.67065
b2241	2352647	2354275	1	gene		2352647	0	P0A9C0	Anaerobic glycerol-3-phosphate dehydrogenase subunit A OS=Escherichia coli (strain K12) GN=glpA PE=1 SV=1	glpA	58903.37347	86.83543194254476	5114899.878140481	67692929035.54879
b2242	2354265	2355524	1	gene		2354275	0	P13033	Anaerobic glycerol-3-phosphate dehydrogenase subunit B OS=Escherichia coli (strain K12) GN=glpB PE=1 SV=1	glpB	45310.44439	62.43204928693976	2828823.8973696227	67695757859.44616
b2243	2355521	2356711	1	gene		2355524	0	P0A996	Anaerobic glycerol-3-phosphate dehydrogenase subunit C OS=Escherichia coli (strain K12) GN=glpC PE=1 SV=1	glpC	44061.53167	10.661384071603448	469756.91191698884	67696227616.35808
b2244	2356904	2357803	1	gene		2356904	0	P37014					5809958.571344681	67702037574.92942
b4543	2357804	2358001	1	gene		2357804	0						5809958.571344681	67707847533.50076
b2245	2358042	2358845	-1	gene		2358042	0	P76469					5809958.571344681	67713657492.072105
b2246	2358863	2360152	-1	gene		2358863	0	P76470					5809958.571344681	67719467450.64345
b2247	2360209	2361414	-1	gene		2360209	0	P77215					5809958.571344681	67725277409.21479
b2248	2361429	2362211	-1	gene		2361429	0	P77732					5809958.571344681	67731087367.78613
b2249	2362431	2363633	-1	gene		2362431	0	P77808	CinA-like protein OS=Escherichia coli (strain K12) GN=yfaY PE=1 SV=1	yfaY	44179.54703	96.58149187732226	4266926.562621722	67735354294.348755
PM0-10085	2363634	2363655	-1	promoter	[b2249]	2363634	0						5809958.571344681	67741164252.9201
b2250	2363733	2364275	-1	gene		2363733	0	P76471					5809958.571344681	67746974211.49144
b2251	2364554	2364979	1	gene		2364554	0	P52006					5809958.571344681	67752784170.06278
b2252	2365018	2365620	-1	gene		2365018	0	P45565					5809958.571344681	67758594128.634125
b2253	2365928	2367067	1	gene		2365928	0	P77690	UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransferase OS=Escherichia coli (strain K12) GN=arnB PE=1 SV=2	arnB	41605.50156	1.527573199735484	63555.449144608865	67758657684.08327
b2254	2367071	2368039	1	gene		2367071	0	P77757					5809958.571344681	67764467642.65461
b2255	2368039	2370021	1	gene		2368039	0	P77398	Bifunctional polymyxin resistance protein ArnA OS=Escherichia coli (strain K12) GN=arnA PE=1 SV=1	arnA	74224.11717	4.973254368704296	369135.41497892205	67764836778.06959
b2256	2370018	2370908	1	gene		2370021	0	P76472					5809958.571344681	67770646736.64093
b2257	2370908	2372560	1	gene		2370908	0	P76473					5809958.571344681	67776456695.21227
b4544	2372557	2372892	1	gene		2372560	0	Q47377					5809958.571344681	67782266653.783615
b2258	2372892	2373278	1	gene		2372892	0	P76474					5809958.571344681	67788076612.35496
b2259	2373272	2373538	-1	gene		2373278	0	P37590					5809958.571344681	67793886570.9263
b2260	2373648	2375003	-1	gene		2373648	0	P37353					5809958.571344681	67799696529.49764
b2261	2375000	2375962	-1	gene		2375003	0	P29208	o-succinylbenzoate synthase OS=Escherichia coli (strain K12) GN=menC PE=1 SV=2	menC	35436.28815	6.153314948852607	218050.6416052435	67799914580.139244
b2262	2375962	2376819	-1	gene		2375962	0	P0ABU0	1,4-Dihydroxy-2-naphthoyl-CoA synthase OS=Escherichia coli (strain K12) GN=menB PE=1 SV=1	menB	31594.51617	432.9641913032907	13679294.14316279	67813593874.28241
b2263	2376834	2377592	-1	gene		2376834	0	P37355					5809958.571344681	67819403832.85375
b2264	2377589	2379259	-1	gene		2377592	0	P17109					5809958.571344681	67825213791.425095
b2265	2379348	2380643	-1	gene		2379348	0	P38051	Menaquinone-specific isochorismate synthase OS=Escherichia coli (strain K12) GN=menF PE=1 SV=4	menF	48716.08772	1.1147634980684697	54306.91635895763	67825268098.34145
b2266	2380722	2381027	-1	gene		2380722	0	P0AEH5	Protein elaB OS=Escherichia coli (strain K12) GN=elaB PE=1 SV=1	elaB	11280.81214	1850.8776927138808	20879403.545621935	67846147501.88708
b2267	2381082	2381543	-1	gene		2381082	0	P0AEH3	Protein elaA OS=Escherichia coli (strain K12) GN=elaA PE=3 SV=1	elaA	17390.65594	82.76074461246697	1439263.6348936218	67847586765.52197
b2268	2381608	2382525	1	gene		2381608	0	P0A8V0					5809958.571344681	67853396724.093315
b2269	2382713	2383924	1	gene		2382713	0	Q47013					5809958.571344681	67859206682.66466
b2270	2383995	2385722	-1	gene		2383995	0	P76481					5809958.571344681	67865016641.236
b2271	2385860	2386831	1	gene		2385860	0	P76482					5809958.571344681	67870826599.80734
b2272	2386934	2387437	1	gene		2386934	0	P76483					5809958.571344681	67876636558.378685
b2273	2387710	2388426	-1	gene		2387710	0	P76484					5809958.571344681	67882446516.95003
b2274	2388635	2389057	1	gene		2388635	0	P76485					5809958.571344681	67888256475.52137
b2275	2389116	2389964	1	gene		2389116	0	P76486					5809958.571344681	67894066434.09271
b2276	2390048	2391505	-1	gene		2390048	0	P0AFF0	NADH-quinone oxidoreductase subunit N OS=Escherichia coli (strain K12) GN=nuoN PE=1 SV=2	nuoN	51992.04676	4.418268063946272	229714.79977890922	67894296148.892494
b2277	2391512	2393041	-1	gene		2391512	0	P0AFE8					5809958.571344681	67900106107.46384
b2278	2393205	2395046	-1	gene		2393205	0	P33607	NADH-quinone oxidoreductase subunit L OS=Escherichia coli (strain K12) GN=nuoL PE=1 SV=2	nuoL	66376.18893	0.27459796713353973	18226.766546249764	67900124334.230385
b2279	2395043	2395345	-1	gene		2395046	0	P0AFE4					5809958.571344681	67905934292.80173
b2280	2395342	2395896	-1	gene		2395345	0	P0AFE0					5809958.571344681	67911744251.37307
b2281	2395908	2396450	-1	gene		2395908	0	P0AFD6	NADH-quinone oxidoreductase subunit I OS=Escherichia coli (strain K12) GN=nuoI PE=1 SV=1	nuoI	20506.12496	495.02724968669236	10151090.640680434	67921895342.01375
b2282	2396465	2397442	-1	gene		2396465	0	P0AFD4	NADH-quinone oxidoreductase subunit H OS=Escherichia coli (strain K12) GN=nuoH PE=1 SV=1	nuoH	36176.95551	41.22458421049595	1491379.9489013604	67923386721.96265
b2283	2397439	2400165	-1	gene		2397442	0	P33602	NADH-quinone oxidoreductase subunit G OS=Escherichia coli (strain K12) GN=nuoG PE=1 SV=4	nuoG	100217.9683	1089.5926186602437	109196758.51680629	68032583480.479454
b2284	2400218	2401555	-1	gene		2400218	0	P31979	NADH-quinone oxidoreductase subunit F OS=Escherichia coli (strain K12) GN=nuoF PE=1 SV=3	nuoF	49242.93959	401.7307416067449	19782402.64038684	68052365883.11984
b2285	2401552	2402052	-1	gene		2401555	0	P0AFD1	NADH-quinone oxidoreductase subunit E OS=Escherichia coli (strain K12) GN=nuoE PE=1 SV=1	nuoE	18560.16361	932.2279586649582	17302303.43463794	68069668186.55448
b2286	2402055	2403845	-1	gene		2402055	0	P33599	NADH-quinone oxidoreductase subunit C/D OS=Escherichia coli (strain K12) GN=nuoC PE=1 SV=3	nuoC	68174.53178	925.189900068121	63074388.24472915	68132742574.79921
b2287	2403951	2404613	-1	gene		2403951	0	P0AFC7	NADH-quinone oxidoreductase subunit B OS=Escherichia coli (strain K12) GN=nuoB PE=1 SV=1	nuoB	25021.38614	225.70983732466166	5647572.995296944	68138390147.79451
b2288	2404629	2405072	-1	gene		2404629	0	P0AFC3	NADH-quinone oxidoreductase subunit A OS=Escherichia coli (strain K12) GN=nuoA PE=3 SV=1	nuoA	16428.6146	248.26930192313623	4078720.678306244	68142468868.47282
PM00593	2405073	2405335	-1	promoter	[b2276, b2277, b2278, b2279, b2280, b2281, b2282, b2283, b2284, b2285, b2286, b2287, b2288]	2405073	0						5809958.571344681	68148278827.04416
b2289	2405703	2406641	-1	gene		2405703	0	P36771	Probable HTH-type transcriptional regulator lrhA OS=Escherichia coli (strain K12) GN=lrhA PE=4 SV=2	lrhA	34553.72226	28.967307718123607	1000928.3055119975	68149279755.34967
PM00576	2406642	2406656	-1	promoter	[b2289]	2406642	0						5809958.571344681	68155089713.92101
PM0-45322	2407408	2407560	1	promoter	[b2290]	2407408	0						5809958.571344681	68160899672.492355
b2290	2407561	2408778	1	gene		2407561	0	P0A959	Uncharacterized aminotransferase YfbQ OS=Escherichia coli (strain K12) GN=yfbQ PE=1 SV=1	yfbQ	45470.38651	100.72320255210151	4579922.950569074	68165479595.442924
PM0-45323	2408831	2408861	1	promoter	[b2291]	2408831	0						5809958.571344681	68171289554.01427
b2291	2408862	2409461	1	gene		2408862	0	P76491	5'-nucleotidase yfbR OS=Escherichia coli (strain K12) GN=yfbR PE=1 SV=1	yfbR	22675.59007	117.05085905591903	2654197.297293367	68173943751.31156
b2292	2409520	2411352	-1	gene		2409520	0	P0AFU2					5809958.571344681	68179753709.882904
b2293	2411439	2412089	-1	gene		2411439	0	P77625	Phosphatase YfbT OS=Escherichia coli (strain K12) GN=yfbT PE=1 SV=2	yfbT	22975.10218	1044.2100534931126	23990832.67638753	68203744542.55929
b2294	2412100	2412594	-1	gene		2412100	0	P0A8W8	UPF0304 protein yfbU OS=Escherichia coli (strain K12) GN=yfbU PE=1 SV=1	yfbU	19505.45171	1192.657375463299	23263320.84367472	68227007863.40296
PM0-46328	2412595	2412594	-1	promoter	[b2294, b2293]	2412595	1						5809958.571344681	68232817821.974304
b2295	2412677	2413132	-1	gene		2412677	0	P0A8D9	UPF0208 membrane protein yfbV OS=Escherichia coli (strain K12) GN=yfbV PE=1 SV=1	yfbV	17184.14466	7.338411229684607	126104.3201454688	68232943926.29445
PM00524	2413459	2413469	1	promoter	[b2296]	2413459	0						5809958.571344681	68238753884.86579
b2296	2413470	2414672	1	gene		2413470	0	P0A6A3	Acetate kinase OS=Escherichia coli (strain K12) GN=ackA PE=1 SV=1	ackA	43245.07012	4092.2857942539617	176971186.12359247	68415725070.98939
b2297	2414747	2416891	1	gene		2414747	0	P0A9M8	Phosphate acetyltransferase OS=Escherichia coli (strain K12) GN=pta PE=1 SV=2	pta	77105.88254	1053.75628351799	81250808.22272508	68496975879.21211
b2298	2417081	2418601	1	gene		2417081	0	P39263					5809958.571344681	68502785837.783455
b2299	2418634	2419176	-1	gene		2418634	0	P65556	Uncharacterized Nudix hydrolase yfcD OS=Escherichia coli (strain K12) GN=yfcD PE=1 SV=1	yfcD	20344.90063	1434.8390717597879	29191658.334994324	68531977496.11845
b2300	2419234	2419788	-1	gene		2419234	0	P67095	Phosphodiesterase yfcE OS=Escherichia coli (strain K12) GN=yfcE PE=1 SV=1	yfcE	20091.35787	622.0815849297957	12498463.747161323	68544475959.86561
b2301	2419841	2420485	-1	gene		2419841	0	P77544	Uncharacterized GST-like protein yfcF OS=Escherichia coli (strain K12) GN=yfcF PE=1 SV=1	yfcF	24292.47047	74.77320879272523	1816425.9665444219	68546292385.83215
b2302	2420621	2421268	1	gene		2420621	0	P77526					5809958.571344681	68552102344.403496
b2303	2421325	2421687	1	gene		2421325	0	P0AC19	D-erythro-7,8-dihydroneopterin triphosphate epimerase OS=Escherichia coli (strain K12) GN=folX PE=1 SV=2	folX	14055.38764	848.9612045097725	11932478.82070617	68564034823.224205
b2304	2421708	2422601	1	gene		2421708	0	P77775	Epimerase family protein yfcH OS=Escherichia coli (strain K12) GN=yfcH PE=3 SV=1	yfcH	32660.18647	38.89531470108041	1270328.2309466186	68565305151.455154
b2305	2422649	2423539	-1	gene		2422649	0	P77768					5809958.571344681	68571115110.0265
b2306	2423736	2424509	-1	gene		2423736	0	P07109	Histidine transport ATP-binding protein HisP OS=Escherichia coli (strain K12) GN=hisP PE=1 SV=2	hisP	28617.07416	183.72009454529598	5257531.570284947	68576372641.59678
b2307	2424517	2425233	-1	gene		2424517	0	P0AEU3					5809958.571344681	68582182600.16812
b2308	2425230	2425916	-1	gene		2425233	0	P52094	Histidine transport system permease protein hisQ OS=Escherichia coli (strain K12) GN=hisQ PE=1 SV=2	hisQ	24615.27278	49.314441933965334	1213888.4401980273	68583396488.60832
b2309	2426006	2426788	-1	gene		2426006	0	P0AEU0	Histidine-binding periplasmic protein OS=Escherichia coli (strain K12) GN=hisJ PE=1 SV=1	hisJ	28447.63566	11693.044802046365	332639478.2846718	68916035966.89299
PM0-9577	2426789	2426837	-1	promoter	[b2306, b2307, b2308, b2309]	2426789	0						5809958.571344681	68921845925.46434
b2310	2427009	2427791	-1	gene		2427009	0	P09551	Lysine-arginine-ornithine-binding periplasmic protein OS=Escherichia coli (strain K12) GN=argT PE=1 SV=3	argT	27956.24088	3084.757707861146	86238229.53740287	69008084155.00174
PM0-3781	2427792	2427849	-1	promoter	[b2306, b2307, b2308, b2309, b2310]	2427792	0						5809958.571344681	69013894113.57309
b2311	2428057	2428626	-1	gene		2428057	0	P0AG03	3-octaprenyl-4-hydroxybenzoate carboxy-lyase OS=Escherichia coli (strain K12) GN=ubiX PE=3 SV=1	ubiX	20663.96714	10.914422512379671	225535.2681478898	69014119648.84123
b2312	2428721	2430238	-1	gene		2428721	0	P0AG16	Amidophosphoribosyltransferase OS=Escherichia coli (strain K12) GN=purF PE=1 SV=2	purF	56434.59517	570.2133515824594	32179759.657084975	69046299408.49832
b2313	2430275	2430763	-1	gene		2430275	0	P08550					5809958.571344681	69052109367.06967
PM00629	2430764	2430800	-1	promoter	[b2311, b2312, b2313]	2430764	0						5809958.571344681	69057919325.64102
b2314	2431022	2431684	-1	gene		2431022	0	P09549	Protein dedD OS=Escherichia coli (strain K12) GN=dedD PE=4 SV=2	dedD	22906.23661	89.77898114276333	2056498.584660865	69059975824.22568
b2315	2431674	2432942	-1	gene		2431684	0	P08192	Bifunctional protein folC OS=Escherichia coli (strain K12) GN=folC PE=1 SV=2	folC	45359.43089	341.2195648383337	15477525.269600274	69075453349.49529
b2316	2433012	2433926	-1	gene		2433012	0	P0A9Q5	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta OS=Escherichia coli (strain K12) GN=accD PE=1 SV=1	accD	33282.06852	1488.0715709801636	49526099.98802585	69124979449.4833
PM00526	2433927	2434015	-1	promoter	[b2316]	2433927	0						5809958.571344681	69130789408.05466
b2317	2434082	2434741	-1	gene		2434082	0	P0ABP6					5809958.571344681	69136599366.626
b2318	2434824	2435636	-1	gene		2434824	0	P07649					5809958.571344681	69142409325.19736
b2319	2435636	2436649	-1	gene		2435636	0	P08390	USG-1 protein OS=Escherichia coli (strain K12) GN=usg PE=1 SV=1	usg	36323.47208	372.20840529636195	13519901.617723728	69155929226.81508
PM0-5423	2436650	2436890	-1	promoter	[b2317, b2318, b2319]	2436650	0						5809958.571344681	69161739185.38643
b2320	2436715	2437851	-1	gene		2436890	0	P05459	Erythronate-4-phosphate dehydrogenase OS=Escherichia coli (strain K12) GN=pdxB PE=2 SV=2	pdxB	41323.77299	1068.0732800677347	44136817.76220376	69205876003.14864
PM00405	2437852	2437884	-1	promoter	[b2317, b2318, b2319, b2320]	2437852	0						5809958.571344681	69211685961.71999
PM00406	2437912	2437949	1	promoter	[b2321]	2437912	0						5809958.571344681	69217495920.29134
b2321	2437950	2438945	1	gene		2437950	0	P15286	Flagellar regulator flk OS=Escherichia coli (strain K12) GN=flk PE=3 SV=2	flk	36627.36873	5.707308524795065	209043.6937935412	69217704963.98512
