gene_or_promoter	start	end	strand	class	genes_in_TU	start_if_select_as_start	cannot_as_start	Uniprot	Description	Gene	Cellular protein location (according to www.uniprot.org)	A14.07036	A14.07037	A14.07038	cumulativeMass
b2833	2971271	2971489	1	gene		2971271	0	P65294	Uncharacterized lipoprotein ygdR OS=Escherichia coli (strain K12) GN=ygdR PE=1 SV=1	ygdR	Cell membrane	6.117382018298601e-07	5.7967674442240286e-05	0.0005985186140874238	93.79412271289664
b2834	2971597	2972637	1	gene		2971597	0	P0A9T4				4.591655779049255e-07			93.79412332463484
b2835	2972669	2973862	-1	gene		2972669	0	P39196				4.591655779049255e-07			93.79412378380042
b2836	2973855	2976014	-1	gene		2973862	0	P31119	Bifunctional protein aas OS=Escherichia coli (strain K12) GN=aas PE=1 SV=2	aas	Cell inner membrane	0.0007754754124899534	0.0009406667966928539	0.0008451938950358093	93.79412424296599
b4444	2976102	2976189	-1	gene		2976102	0					4.591655779049255e-07			93.79489971837849
PM0-9199	2976190	2976189	-1	promoter	[b4444]	2976190	1					4.591655779049255e-07			93.79490017754406
b4445	2976304	2976385	-1	gene		2976304	0					4.591655779049255e-07			93.79490063670964
PM0-9198	2976386	2976385	-1	promoter	[b4445]	2976386	1					4.591655779049255e-07			93.79490109587522
PM0-1041	2976569	2976598	1	promoter	[b2837]	2976569	0					4.591655779049255e-07			93.7949015550408
b2837	2976599	2977630	1	gene		2976599	0	P03024				4.591655779049255e-07			93.79490201420637
b2838	2977637	2978899	-1	gene		2977637	0	P00861				4.591655779049255e-07			93.79490247337195
PM00258	2978900	2978951	-1	promoter	[b2838]	2978900	0					4.591655779049255e-07			93.79490293253752
PM00259	2978950	2979020	1	promoter	[b2839]	2978951	0					4.591655779049255e-07			93.7949033917031
b2839	2979021	2979956	1	gene		2979021	0	P03030				4.591655779049255e-07			93.79490385086868
b2840	2979943	2980635	-1	gene		2979956	0	P03813				4.591655779049255e-07			93.79490431003425
b2841	2980764	2982182	-1	gene		2980764	0	P0AE24				4.591655779049255e-07			93.79490476919983
PM00104	2982183	2982208	-1	promoter	[b2840, b2841]	2982183	0					4.591655779049255e-07			93.79490522836541
b2842	2982497	2983258	-1	gene		2982497	0	P37769				4.591655779049255e-07			93.79490568753099
b2843	2983288	2984124	-1	gene		2983288	0	Q46938				4.591655779049255e-07			93.79490614669656
b2844	2984411	2985592	-1	gene		2984411	0	Q46939	Probable acetyl-CoA acetyltransferase OS=Escherichia coli (strain K12) GN=yqeF PE=3 SV=2	yqeF	Cytoplasm	0.001304413228040657	0.0013158448429717968	0.0011804453106742043	93.79490660586214
b2845	2985847	2987076	1	gene		2985847	0	P63340	Inner membrane transport protein YqeG OS=Escherichia coli (strain K12) GN=yqeG PE=1 SV=1	yqeG	Cell inner membrane	1.0852238380646871e-06	1.0905498463372008e-06	1.1006423297114806e-06	93.79621101909018
b2846	2987536	2988168	1	gene		2987536	0	Q46941				4.591655779049255e-07			93.79621210431402
b2847	2988502	2989311	1	gene		2988502	0	Q46942				4.591655779049255e-07			93.7962125634796
b2848	2989304	2989786	1	gene		2989311	0	Q46943				4.591655779049255e-07			93.79621302264518
b4683	2989819	2989899	-1	gene		2989819	0	C1P613				4.591655779049255e-07			93.79621348181075
b2849	2989935	2990360	-1	gene		2989935	0	P77136				4.591655779049255e-07			93.79621394097633
b2850	2990554	2991043	1	gene		2990554	0	Q46786				4.591655779049255e-07			93.7962144001419
b2851	2991268	2991759	1	gene		2991268	0	Q46787				4.591655779049255e-07			93.79621485930748
PM0-45513	2991879	2992093	1	promoter	[b2852]	2991879	0					4.591655779049255e-07			93.79621531847306
b2852	2992094	2993470	1	gene		2992094	0	P76639				4.591655779049255e-07			93.79621577763864
b2853	2993638	2993856	1	gene		2993638	0	Q46789				4.591655779049255e-07			93.79621623680421
b2854	2993939	2994441	1	gene		2993939	0					4.591655779049255e-07			93.79621669596979
b2856	2994460	2995092	-1	gene		2994460	0	Q46791				4.591655779049255e-07			93.79621715513537
b2858	2995314	2996020	-1	gene		2995314	0					4.591655779049255e-07			93.79621761430094
b2859	2995962	2996360	-1	gene		2996020	0	Q46795				4.591655779049255e-07			93.79621807346652
b2860	2996372	2997277	-1	gene		2996372	0					4.591655779049255e-07			93.7962185326321
b2861	2997235	2997600	-1	gene		2997277	0	P0CF43				4.591655779049255e-07			93.79621899179767
b2863	2997692	2998828	-1	gene		2997692	0	Q46797				4.591655779049255e-07			93.79621945096325
b2864	2998984	2999057	-1	gene		2998984	0					4.591655779049255e-07			93.79621991012883
PM00671	2999058	2999064	-1	promoter	[b2864]	2999058	0					4.591655779049255e-07			93.7962203692944
b2865	2999136	2999891	-1	gene		2999136	0	Q46798	Uncharacterized lipoprotein ygeR OS=Escherichia coli (strain K12) GN=ygeR PE=4 SV=2	ygeR	Cell inner membrane	0.00010869677886540277	7.575458399307667e-05	0.00010086534257418287	93.79622082845998
PM0-3325	3000257	3000344	1	promoter	[b2867, b2868, b2866]	3000257	0					4.591655779049255e-07			93.79632952523885
PM0-10480	3000265	3000344	1	promoter	[b2868, b2867, b2866]	3000344	0					4.591655779049255e-07			93.79632998440442
b2866	3000345	3002603	1	gene		3000345	0	Q46799				4.591655779049255e-07			93.79633044357
b2867	3002614	3003492	1	gene		3002614	0	Q46800				4.591655779049255e-07			93.79633090273558
b2868	3003489	3003968	1	gene		3003492	0	Q46801				4.591655779049255e-07			93.79633136190115
b2869	3004008	3005786	-1	gene		3004008	0	Q46802				4.591655779049255e-07			93.79633182106673
PM0-10116	3005787	3005847	-1	promoter	[b2869]	3005787	0					4.591655779049255e-07			93.7963322802323
b2870	3006262	3007452	1	gene		3006262	0	Q46803				4.591655779049255e-07			93.79633273939788
b2871	3007510	3008706	1	gene		3007510	0	P66899				4.591655779049255e-07			93.79633319856346
b2872	3008764	3009975	1	gene		3008764	0	P65807				4.591655779049255e-07			93.79633365772904
b2873	3010028	3011413	1	gene		3010028	0	Q46806				4.591655779049255e-07			93.79633411689461
b2874	3011461	3012393	1	gene		3011461	0	Q46807				4.591655779049255e-07			93.79633457606019
b2875	3012614	3014239	-1	gene		3012614	0	Q46808				4.591655779049255e-07			93.79633503522577
b2876	3014287	3015057	-1	gene		3014287	0	Q46809				4.591655779049255e-07			93.79633549439134
b2877	3015160	3015738	1	gene		3015160	0	Q46810				4.591655779049255e-07			93.79633595355692
PM0-10469	3015992	3016059	1	promoter	[b2879, b2878]	3015992	0					4.591655779049255e-07			93.7963364127225
b2878	3016060	3019158	1	gene		3016060	0	Q46811				4.591655779049255e-07			93.79633687188807
PM0-46303	3018950	3019160	1	promoter	[b2879]	3019158	0					4.591655779049255e-07			93.79633733105365
b2879	3019161	3020489	1	gene		3019161	0	Q46812				4.591655779049255e-07			93.79633779021923
b2880	3020540	3021319	1	gene		3020540	0	P64557				4.591655779049255e-07			93.7963382493848
b2881	3021316	3024186	1	gene		3021319	0	Q46814				4.591655779049255e-07			93.79633870855038
b2882	3024351	3025751	1	gene		3024351	0	P67444				4.591655779049255e-07			93.79633916771596
b2883	3025766	3027085	1	gene		3025766	0	P76641				4.591655779049255e-07			93.79633962688153
b4464	3027121	3028488	1	gene		3027121	0	Q46817				4.591655779049255e-07			93.79634008604711
b2886	3028524	3029012	-1	gene		3028524	0	Q46819				4.591655779049255e-07			93.79634054521269
b2887	3029012	3030931	-1	gene		3029012	0	Q46820				4.591655779049255e-07			93.79634100437826
b2888	3031367	3032815	1	gene		3031367	0	Q46821				4.591655779049255e-07			93.79634146354384
b4684	3032817	3032942	1	gene		3032817	0	C1P614				4.591655779049255e-07			93.79634192270942
b2889	3033065	3033613	1	gene		3033065	0	Q46822	Isopentenyl-diphosphate Delta-isomerase OS=Escherichia coli (strain K12) GN=idi PE=1 SV=1	idi	Cytoplasm	0.0007031162815682177	0.0005700597896013124	0.0005224264428515969	93.796342381875
b2890	3033657	3035174	-1	gene		3033657	0	P0A8N3	Lysyl-tRNA synthetase OS=Escherichia coli (strain K12) GN=lysS PE=1 SV=2	lysS	Cytoplasm	0.2436147235769011	0.2451356221160708	0.2506060586324158	93.79704549815656
b2891	3035184	3036282	-1	gene		3035184	0	P07012	Peptide chain release factor 2 OS=Escherichia coli (strain K12) GN=prfB PE=1 SV=3	prfB	Cytoplasm	0.12390122656989293	0.11507388629132496	0.10762250986450864	94.04066022173346
b2892	3036373	3038106	-1	gene		3036373	0	P21893				4.591655779049255e-07			94.16456144830336
b2893	3038112	3038822	-1	gene		3038112	0	P0AEG6	Thiol:disulfide interchange protein DsbC OS=Escherichia coli (strain K12) GN=dsbC PE=1 SV=1	dsbC	Periplasm	0.06475355758881361	0.06036444884391977	0.05365436555626249	94.16456190746894
PM-8775	3038823	3039633	-1	promoter	[b2891, b2892, b2893]	3038823	0					4.591655779049255e-07			94.22931546505775
PM0-4381	3038823	3038834	-1	promoter	[b2893]	3039633	1					4.591655779049255e-07			94.22931592422333
b2894	3038847	3039743	-1	gene		3039633	0	P0A8P8	Tyrosine recombinase xerD OS=Escherichia coli (strain K12) GN=xerD PE=1 SV=1	xerD	Cytoplasm	0.0004666698293857862	0.0006314008871680773	0.00057134009659269	94.2293163833889
PM0-9743	3039744	3039851	-1	promoter	[b2892, b2893, b2894]	3039744	0					4.591655779049255e-07			94.22978305321828
PM0-3382	3039822	3039854	1	promoter	[b2895]	3039851	0					4.591655779049255e-07			94.22978351238386
b2895	3039855	3040376	1	gene		3039855	0					4.591655779049255e-07			94.22978397154944
b2896	3040416	3040823	-1	gene		3040416	0	Q46824				4.591655779049255e-07			94.22978443071501
b2897	3040804	3041070	-1	gene		3040823	0	P64559				4.591655779049255e-07			94.22978488988059
PM0-10117	3041071	3041099	-1	promoter	[b2897, b2896]	3041071	0					4.591655779049255e-07			94.22978534904617
PM0-10118	3041282	3041312	1	promoter	[b2898]	3041282	0					4.591655779049255e-07			94.22978580821174
b2898	3041313	3042293	1	gene		3041313	0	P0ADE8	tRNA-modifying protein ygfZ OS=Escherichia coli (strain K12) GN=ygfZ PE=1 SV=2	ygfZ	Cytoplasm	0.10024246173875087	0.09639111336520126	0.0956156079242979	94.22978626737732
b2899	3042489	3043148	-1	gene		3042489	0	P67153				4.591655779049255e-07			94.33002872911607
b2900	3043312	3043623	-1	gene		3043312	0	P67603				4.591655779049255e-07			94.33002918828164
b2901	3043662	3045101	1	gene		3043662	0	Q46829				4.591655779049255e-07			94.33002964744722
b2902	3045158	3045901	-1	gene		3045158	0	P52037				4.591655779049255e-07			94.3300301066128
b2903	3046168	3049041	-1	gene		3046168	0	P33195	Glycine dehydrogenase [decarboxylating] OS=Escherichia coli (strain K12) GN=gcvP PE=1 SV=3	gcvP	Cytoplasm	0.05836284159872519	0.06351618451777052	0.0551071286871713	94.33003056577837
b2904	3049160	3049549	-1	gene		3049160	0					4.591655779049255e-07			94.3883934073771
b2905	3049573	3050667	-1	gene		3049573	0	P27248				4.591655779049255e-07			94.38839386654267
PM00233	3050668	3050772	-1	promoter	[b2903, b2904, b2905]	3050668	0					4.591655779049255e-07			94.38839432570825
b2906	3051115	3052317	-1	gene		3051115	0	P25535				4.591655779049255e-07			94.38839478487382
b2907	3052340	3053518	-1	gene		3052340	0	P25534				4.591655779049255e-07			94.3883952440394
b2908	3053515	3054840	-1	gene		3053518	0	P15034	Xaa-Pro aminopeptidase OS=Escherichia coli (strain K12) GN=pepP PE=1 SV=2	pepP	Cytoplasm	0.050851642577879407	0.05096414863509085	0.053633627969518725	94.38839570320498
b2909	3054866	3055444	-1	gene		3054866	0	P0A8C4				4.591655779049255e-07			94.43924734578286
PM0-46275	3055445	3055473	-1	promoter	[b2909, b2908, b2907, b2906]	3055445	0					4.591655779049255e-07			94.43924780494844
b2910	3055612	3055941	1	gene		3055612	0	P0ADS2	Cell division protein ZapA OS=Escherichia coli (strain K12) GN=zapA PE=1 SV=1	zapA	Cytoplasm	0.017572898758028203	0.01696106194122082	0.01577806304592272	94.43924826411401
PM0-10229	3055759	3055982	1	promoter	[b2912, b2911]	3055941	0					4.591655779049255e-07			94.45682116287205
b2911	3055983	3056165	1	gene		3055983	0					4.591655779049255e-07			94.45682162203762
b2912	3056241	3056789	1	gene		3056241	0	P0AC28				4.591655779049255e-07			94.4568220812032
b4446	3056849	3056988	1	gene		3056849	0					4.591655779049255e-07			94.45682254036878
PM0-10280	3056851	3056850	1	promoter	[b4446]	3056988	1					4.591655779049255e-07			94.45682299953435
b4665	3056890	3056949	-1	gene		3056988	1	C1P615				4.591655779049255e-07			94.45682345869993
b2913	3057178	3058410	-1	gene		3057178	0	P0A9T0				4.591655779049255e-07			94.4568239178655
PM0-2522	3058411	3058549	-1	promoter	[b2913]	3058411	0					4.591655779049255e-07			94.45682437703108
b2914	3058666	3059325	-1	gene		3058666	0	P0A7Z0	Ribose-5-phosphate isomerase A OS=Escherichia coli (strain K12) GN=rpiA PE=1 SV=1	rpiA	Cytoplasm	0.10455627258494943	0.09217372605508559	0.1127812760762645	94.45682483619666
PM0-7681	3059326	3059353	-1	promoter	[b2914]	3059326	0					4.591655779049255e-07			94.5613811087816
b2915	3059381	3059701	-1	gene		3059381	0	P64562				4.591655779049255e-07			94.56138156794718
PM0-1501	3059730	3059752	1	promoter	[b2916]	3059730	0					4.591655779049255e-07			94.56138202711276
b2916	3059753	3060646	1	gene		3059753	0	P0A8S1				4.591655779049255e-07			94.56138248627833
b2917	3060850	3062994	1	gene		3060850	0	P27253				4.591655779049255e-07			94.56138294544391
b2918	3062987	3063982	1	gene		3062994	0	P27254				4.591655779049255e-07			94.56138340460949
b2919	3063993	3064778	1	gene		3063993	0	P52045				4.591655779049255e-07			94.56138386377506
b2920	3064802	3066280	1	gene		3064802	0	P52043				4.591655779049255e-07			94.56138432294064
b2921	3066277	3067173	-1	gene		3066280	0	P52044				4.591655779049255e-07			94.56138478210622
b2922	3067340	3068080	-1	gene		3067340	0	P0ADS6	Uncharacterized protein yggE OS=Escherichia coli (strain K12) GN=yggE PE=4 SV=1	yggE	Cell inner membrane	0.04090569078911686	0.04188015634752662	0.044197684368400984	94.5613852412718
PM0-8583	3068081	3068185	-1	promoter	[b2922]	3068081	0					4.591655779049255e-07			94.60229093206091
b2923	3068173	3068808	-1	gene		3068185	0	P11667				4.591655779049255e-07			94.60229139122649
PM0-9890	3068809	3068836	-1	promoter	[b2923]	3068809	0					4.591655779049255e-07			94.60229185039206
b2924	3068947	3069807	-1	gene		3068947	0	P0C0S1	Small-conductance mechanosensitive channel OS=Escherichia coli (strain K12) GN=mscS PE=1 SV=1	mscS	Cell inner membrane	0.1494162463389836	0.14623174499997432	0.13243080303441193	94.60229230955764
PM0-10119	3069808	3069871	-1	promoter	[b2924]	3069808	0					4.591655779049255e-07			94.75170855589663
b2925	3070165	3071244	-1	gene		3070165	0	P0AB71				4.591655779049255e-07			94.7517090150622
b2926	3071459	3072622	-1	gene		3071459	0	P0A799	Phosphoglycerate kinase OS=Escherichia coli (strain K12) GN=pgk PE=1 SV=2	pgk	Cytoplasm	2.835148957938542	2.7308832059948527	2.7163104181241033	94.75170947422778
PM0-8461	3072623	3072857	-1	promoter	[b2925, b2926]	3072623	0					4.591655779049255e-07			97.58685843216632
b2927	3072672	3073691	-1	gene		3072857	0	P0A9B6	D-erythrose-4-phosphate dehydrogenase OS=Escherichia coli (strain K12) GN=epd PE=1 SV=2	epd	Cytoplasm	0.0069244221328280805	0.00742248338783557	0.006535526768562308	97.5868588913319
PM00591	3073692	3073823	-1	promoter	[b2925, b2926, b2927]	3073692	0					4.591655779049255e-07			97.59378331346473
b2928	3073976	3074689	-1	gene		3073976	0	P11664				4.591655779049255e-07			97.5937837726303
b2929	3074686	3075195	-1	gene		3074689	0	P11663				4.591655779049255e-07			97.59378423179588
b2930	3075217	3076182	-1	gene		3075217	0	P21437				4.591655779049255e-07			97.59378469096146
b4465	3076179	3077456	-1	gene		3076182	0	P52048				4.591655779049255e-07			97.59378515012703
b2933	3077471	3078859	-1	gene		3077471	0	P69826				4.591655779049255e-07			97.59378560929261
b2934	3078887	3079330	-1	gene		3078887	0	P69824				4.591655779049255e-07			97.59378606845819
b2935	3079644	3081635	-1	gene		3079644	0	P27302				4.591655779049255e-07			97.59378652762376
PM0-10120	3081636	3081707	-1	promoter	[b2935]	3081636	0					4.591655779049255e-07			97.59378698678934
PM0-9690	3081892	3081912	1	promoter	[b2936]	3081892	0					4.591655779049255e-07			97.59378744595492
b2936	3081913	3082671	1	gene		3081913	0	P25894	Uncharacterized metalloprotease yggG OS=Escherichia coli (strain K12) GN=yggG PE=1 SV=2	loiP	Cell outer membrane	0.018401850233704223	0.021154465797102576	0.020211523150248732	97.5937879051205
b2937	3082877	3083797	-1	gene		3082877	0	P60651				4.591655779049255e-07			97.6121897553542
PM00429	3083798	3083946	-1	promoter	[b2937]	3083798	0					4.591655779049255e-07			97.61219021451977
b2938	3083935	3085911	-1	gene		3083946	0	P21170	Biosynthetic arginine decarboxylase OS=Escherichia coli (strain K12) GN=speA PE=1 SV=2	speA	Periplasm	0.15293516629890622	0.1587415863122024	0.16425456540461755	97.61219067368535
PM00288	3085912	3086048	-1	promoter	[b2937, b2938]	3085912	0					4.591655779049255e-07			97.76512583998425
b2939	3085920	3086051	-1	gene		3086048	0	P64567				4.591655779049255e-07			97.76512629914983
b2940	3086187	3086402	1	gene		3086187	0	P64570				4.591655779049255e-07			97.7651267583154
PM0-1963	3086577	3086705	1	promoter	[b2942]	3086577	0					4.591655779049255e-07			97.76512721748098
b2942	3086706	3087860	1	gene		3086706	0	P0A817	S-adenosylmethionine synthase OS=Escherichia coli (strain K12) GN=metK PE=1 SV=2	metK	Cytoplasm	0.8856530308136273	0.8310608434138365	0.8697856313157638	97.76512767664656
PM0-7421	3088255	3088283	1	promoter	[b2943]	3088255	0					4.591655779049255e-07			98.65078070746019
b2943	3088284	3089678	1	gene		3088284	0	P0AEP1				4.591655779049255e-07			98.65078116662576
b2944	3089755	3090252	1	gene		3089755	0	P39902				4.591655779049255e-07			98.65078162579134
PM00601	3090275	3090346	1	promoter	[b2945]	3090275	0					4.591655779049255e-07			98.65078208495692
b2945	3090347	3091054	1	gene		3090347	0	P25736				4.591655779049255e-07			98.65078254412249
b2946	3091134	3091865	1	gene		3091134	0	P0AGL7	Ribosomal RNA small subunit methyltransferase E OS=Escherichia coli (strain K12) GN=rsmE PE=1 SV=1	rsmE	Cytoplasm	0.007372799620088122	0.00607411579041113	0.006103319202579324	98.65078300328807
b2947	3091878	3092828	1	gene		3091878	0	P04425	Glutathione synthetase OS=Escherichia coli (strain K12) GN=gshB PE=1 SV=1	gshB	Cytoplasm	0.08022330823009662	0.0745415726632774	0.07543432692817728	98.65815580290815
b2948	3092937	3093500	1	gene		3092937	0	P0A8W5				4.591655779049255e-07			98.73837911113826
b2949	3093500	3093916	1	gene		3093500	0	P0A8I1	Putative Holliday junction resolvase OS=Escherichia coli (strain K12) GN=yqgF PE=1 SV=1	yqgF	Cytoplasm	0.0022318353560616673	0.0017731021093585144	0.0016385149043465848	98.73837957030383
b2950	3094100	3095080	-1	gene		3094100	0	P52052				4.591655779049255e-07			98.74061140565989
b2951	3095098	3095802	1	gene		3095098	0	P67080				4.591655779049255e-07			98.74061186482547
b2952	3095820	3096386	1	gene		3095820	0	P64564	Uncharacterized protein yggT OS=Escherichia coli (strain K12) GN=yggT PE=3 SV=1	yggT	Cell membrane	0.007286716780967326	0.007450151371019003	0.007569443374462132	98.74061232399104
