gene_or_promoter	start	end	strand	class	genes_in_TU	start_if_select_as_start	cannot_as_start	Uniprot	Description	Gene	Cellular protein location (according to www.uniprot.org)	A14.07036	A14.07037	A14.07038	kDa/Protein	cumulativeAbundance
b4645	2777972	2777985	1	gene		2777972	0								110.73090803705458	310255.87713666895
b2647	2778146	2782726	-1	gene		2778146	0	P52143							110.73090803705458	310366.608044706
b2648	2783065	2783304	-1	gene		2783065	0								110.73090803705458	310477.33895274304
b2650	2783638	2785011	-1	gene		2783638	0	P76613							110.73090803705458	310588.0698607801
PM0-46199	2784430	2784818	-1	promoter	[b2649]	2785011	1								10.0	310698.80076881713
b2652	2785762	2785837	-1	gene		2785762	0								110.73090803705458	310809.5316768542
b4462	2786397	2788649	1	gene		2786397	0								110.73090803705458	310819.5316768542
PM0-4241	2788927	2788984	1	promoter	[b2663, b2662, b2661, b2660, b2659]	2788927	0								10.0	310930.2625848912
b2659	2788985	2789962	1	gene		2788985	0	P76621							110.73090803705458	311040.9934929283
b2660	2789982	2791250	1	gene		2789982	0	P37339							110.73090803705458	311050.9934929283
PM0-5063	2790912	2791272	1	promoter	[b2663, b2662, b2661]	2791250	0								10.0	311161.7244009653
b2661	2791273	2792721	1	gene		2791273	0	P25526							110.73090803705458	311272.45530900237
b2662	2792735	2794015	1	gene		2792735	0	P22256							110.73090803705458	311282.45530900237
b2663	2794253	2795653	1	gene		2794253	0	P25527							110.73090803705458	311393.1862170394
b2664	2795674	2796336	1	gene		2795674	0	P37338							110.73090803705458	311503.91712507646
b2665	2796337	2796786	-1	gene		2796337	0	P0ADE6							110.73090803705458	311614.6480331135
PM0-45451	2796787	2796814	-1	promoter	[b2665]	2796787	0								10.0	311725.37894115056
b2666	2796870	2797028	-1	gene		2796870	0	P0AE42							110.73090803705458	311836.1098491876
PM0-10299	2797029	2797085	-1	promoter	[b2665, b2666]	2797029	0								10.0	311846.1098491876
b2667	2797211	2797510	1	gene		2797211	0	P77295							110.73090803705458	311956.84075722465
b2668	2797520	2798044	1	gene		2797520	0	P55734	Inner membrane protein ygaP OS=Escherichia coli (strain K12) GN=ygaP PE=1 SV=1	ygaP	Cell inner membrane	0.013410255606451479	0.018311685125447084	0.0148902193325402	110.73090803705458	311966.84075722465
b2669	2798091	2798495	-1	gene		2798091	0	P0ACG1							110.73090803705458	312077.5716652617
PM00539	2798496	2798578	-1	promoter	[b2669]	2798496	0								10.0	312188.30257329874
PM0-46380	2799084	2799163	1	promoter	[b2670]	2799084	0								10.0	312299.0334813358
b2670	2799164	2799613	1	gene		2799164	0	P64550							110.73090803705458	312309.0334813358
b2671	2799650	2799994	-1	gene		2799650	0	P0AD53							110.73090803705458	312319.0334813358
PM0-3603	2799995	2800590	-1	promoter	[b2671]	2799995	0								10.0	312429.76438937284
PM0-10104	2800121	2800145	1	promoter	[b2672]	2800590	1								10.0	312540.4952974099
b2672	2800146	2800475	1	gene		2800590	1	P0ADQ7	Uncharacterized protein ygaM OS=Escherichia coli (strain K12) GN=ygaM PE=4 SV=1	ygaM	Cell inner membrane	0.00988081757115052	0.010193000936657894	0.01325661891298991	110.73090803705458	312550.4952974099
PM0-1182	2800656	2800722	1	promoter	[b2673, b2674, b2676, b2675]	2800656	0								10.0	312560.4952974099
b2673	2800723	2800968	1	gene		2800723	0	P0AC65							110.73090803705458	312671.22620544693
b2674	2800965	2801375	1	gene		2800968	0	P0A772							110.73090803705458	312681.22620544693
b2675	2801348	2803492	1	gene		2801375	0	P39452							110.73090803705458	312791.957113484
b2676	2803502	2804461	1	gene		2803502	0	P37146							110.73090803705458	312902.688021521
PM00421	2804563	2804814	1	promoter	[b2679, b2678, b2677]	2804563	0								10.0	313013.4189295581
b2677	2804815	2806017	1	gene		2804815	0	P14175	Glycine betaine/L-proline transport ATP-binding protein ProV OS=Escherichia coli (strain K12) GN=proV PE=1 SV=1	proV	Cell inner membrane	0.001730908922951259	0.00210858648987683	0.0033270058614321644	110.73090803705458	313124.1498375951
b2678	2806010	2807074	1	gene		2806017	0	P14176	Glycine betaine/L-proline transport system permease protein proW OS=Escherichia coli (strain K12) GN=proW PE=1 SV=1	proW	Cell inner membrane	0.001721099463722317	0.0018608605279361115	0.0022135940430137164	110.73090803705458	313134.1498375951
b2679	2807132	2808124	1	gene		2807132	0	P0AFM2	Glycine betaine-binding periplasmic protein OS=Escherichia coli (strain K12) GN=proX PE=1 SV=1	proX	Periplasm	0.04930708282548772	0.041128148397372825	0.04696909529388367	110.73090803705458	313244.88074563217
b2681	2808316	2809493	1	gene		2808316	0								110.73090803705458	313355.6116536692
b2682	2809617	2810354	1	gene		2809617	0	P76630							110.73090803705458	313466.34256170626
b2683	2810344	2810679	1	gene		2810354	0	P43667							110.73090803705458	313577.0734697433
PM00613	2810747	2810769	1	promoter	[b2684, b2685, b2686]	2810747	0								10.0	313687.80437778035
b2684	2810770	2811300	1	gene		2810770	0	P0ACR9							110.73090803705458	313798.5352858174
b2685	2811427	2812599	1	gene		2811427	0	P27303	Multidrug resistance protein A OS=Escherichia coli (strain K12) GN=emrA PE=3 SV=2	emrA	Cell inner membrane	0.0027835605709911108	0.0033062285839876647	0.0031404843483165547	110.73090803705458	313808.5352858174
b2686	2812616	2814154	1	gene		2812616	0	P0AEJ0							110.73090803705458	313919.26619385445
b2687	2814218	2814733	-1	gene		2814218	0	P45578							110.73090803705458	314029.9971018915
PM0-36173	2814734	2815065	-1	promoter	[b2687]	2814734	0								10.0	314140.72800992854
PM0-9586	2814802	2814801	1	promoter	[b4442]	2815065	1								10.0	314251.4589179656
b4442	2814802	2814879	1	gene		2815065	1								110.73090803705458	314261.4589179656
b2688	2814883	2816439	-1	gene		2815065	0	P0A6W9							110.73090803705458	314271.4589179656
b2689	2816512	2816940	-1	gene		2816512	0	P0ADR0							110.73090803705458	314382.18982600264
b2690	2816937	2817503	-1	gene		2816940	0	P77475							110.73090803705458	314492.9207340397
b2691	2817784	2817860	-1	gene		2817784	0								110.73090803705458	314603.65164207673
b2692	2818059	2818135	-1	gene		2818059	0								110.73090803705458	314714.3825501138
b2693	2818198	2818274	-1	gene		2818198	0								110.73090803705458	314825.1134581508
b2694	2818473	2818549	-1	gene		2818473	0								110.73090803705458	314935.84436618787
b2695	2818553	2818645	-1	gene		2818553	0								110.73090803705458	315046.5752742249
PM00670	2818646	2818697	-1	promoter	[b2691, b2692, b2693, b2694, b2695]	2818646	0								10.0	315157.30618226196
b2696	2818961	2819146	-1	gene		2818961	0	P69913							110.73090803705458	315268.037090299
PM0-46139	2819147	2819373	-1	promoter	[b2696]	2819147	0								10.0	315278.037090299
b2697	2819381	2822011	-1	gene		2819381	0	P00957	Alanyl-tRNA synthetase OS=Escherichia coli (strain K12) GN=alaS PE=1 SV=2	alaS	Cytoplasm	0.3081139057673627	0.32225585683831764	0.3104324079095531	110.73090803705458	315388.76799833606
PM00424	2822012	2822090	-1	promoter	[b2697]	2822012	0								10.0	315398.76799833606
b2698	2822139	2822639	-1	gene		2822139	0	P33596							110.73090803705458	315509.4989063731
b2699	2822708	2823769	-1	gene		2822708	0	P0A7G6	Protein recA OS=Escherichia coli (strain K12) GN=recA PE=1 SV=2	recA	Cytoplasm	0.0851192884140908	0.09788085017895296	0.09539181270341585	110.73090803705458	315519.4989063731
PM00086	2823770	2823819	-1	promoter	[b2698, b2699]	2823770	0								10.0	315630.22981441015
b2700	2823849	2824346	-1	gene		2823849	0	P0A6G3							110.73090803705458	315740.9607224472
PM0-9715	2824347	2824394	-1	promoter	[b2700]	2824347	0								10.0	315750.9607224472
b2701	2824491	2825576	-1	gene		2824491	0	P41052	Membrane-bound lytic murein transglycosylase B OS=Escherichia coli (strain K12) GN=mltB PE=1 SV=1	mltB	Cell outer membrane	0.0005055329410222197	0.0021910821389721728	0.002225699272351272	110.73090803705458	315861.69163048425
PM00178	2825791	2825831	1	promoter	[b2702, b2703, b2704, b2705, b2706, b2707, b2708]	2825791	0								10.0	315871.69163048425
b2702	2825832	2826395	1	gene		2825832	0	P56579							110.73090803705458	315982.4225385213
b2703	2826392	2827351	1	gene		2826395	0	P56580	Glucitol/sorbitol-specific phosphotransferase enzyme IIB component OS=Escherichia coli (strain K12) GN=srlE PE=1 SV=1	srlE	Cell inner membrane	1.3120054197059504e-05	6.007560493700963e-05	6.761450655624819e-07	110.73090803705458	315992.4225385213
b2704	2827362	2827733	1	gene		2827362	0	P05706	Glucitol/sorbitol-specific phosphotransferase enzyme IIA component OS=Escherichia coli (strain K12) GN=srlB PE=4 SV=1	srlB	Cytoplasm	0.00020953685075398215	0.0001931033569900969	0.00028450382922090334	110.73090803705458	316103.15344655834
b2705	2827737	2828516	1	gene		2827737	0	P05707							110.73090803705458	316213.8843545954
b2706	2828621	2828980	1	gene		2828621	0	P15081							110.73090803705458	316324.61526263243
PM00640	2828860	2829046	1	promoter	[b2707]	2828980	0								10.0	316435.3461706695
b2707	2829047	2829820	1	gene		2829047	0	P15082							110.73090803705458	316546.0770787065
b2708	2829813	2830778	1	gene		2829820	0	P17115							110.73090803705458	316556.0770787065
b2709	2830775	2832289	-1	gene		2830778	0	P37013							110.73090803705458	316666.8079867436
PM0-9342	2832290	2832307	-1	promoter	[b2709]	2832290	0								10.0	316777.5388947806
PM0-4681	2832439	2832475	1	promoter	[b2711, b2710]	2832439	0								10.0	316888.26980281767
b2710	2832476	2833915	1	gene		2832476	0	Q46877							110.73090803705458	316898.26980281767
b2711	2833912	2835045	1	gene		2833915	0	P37596							110.73090803705458	316908.26980281767
b2712	2835173	2837425	-1	gene		2835173	0	P30131							110.73090803705458	317019.0007108547
PM0-9568	2837426	2838105	-1	promoter	[b2712]	2837426	0								10.0	317129.73161889176
b2713	2837578	2838105	-1	gene		2838105	0	P0AAK4							110.73090803705458	317240.4625269288
PM526	2838106	2838132	-1	promoter	[b2712, b2713]	2838106	0								10.0	317250.4625269288
b2714	2838254	2839264	-1	gene		2838254	0	P24242							110.73090803705458	317361.19343496585
PM0-8848	2839429	2839523	1	promoter	[b2715, b2716]	2839429	0								10.0	317371.19343496585
b2715	2839524	2840981	1	gene		2839524	0	P24241							110.73090803705458	317481.9243430029
PM0-46347	2840942	2840989	1	promoter	[b2716]	2840981	0								10.0	317491.9243430029
b2716	2840990	2842414	1	gene		2840990	0	P24240							110.73090803705458	317602.65525103995
b2717	2842573	2843043	-1	gene		2842573	0	P0AEV9							110.73090803705458	317612.65525103995
b2718	2843036	2843446	-1	gene		2843043	0	P0AEV7							110.73090803705458	317723.386159077
b2719	2843443	2844210	-1	gene		2843446	0	P16433							110.73090803705458	317834.11706711404
b2720	2844210	2844752	-1	gene		2844210	0	P16432							110.73090803705458	317944.8479751511
b2721	2844762	2846471	-1	gene		2844762	0	P16431							110.73090803705458	318055.57888318814
b2722	2846489	2847412	-1	gene		2846489	0	P16430							110.73090803705458	318166.3097912252
b2723	2847415	2849241	-1	gene		2847415	0	P16429							110.73090803705458	318277.04069926223
b2724	2849238	2849849	-1	gene		2849241	0	P0AAK1							110.73090803705458	318387.7716072993
b2725	2849974	2850435	-1	gene		2849974	0	P0AEV4							110.73090803705458	318498.5025153363
PM00209	2850436	2850461	-1	promoter	[b2717, b2718, b2719, b2720, b2721, b2722, b2723, b2724, b2725]	2850436	0								10.0	318609.2334233734
PM00210	2850627	2850646	1	promoter	[b2731, b2730, b2729, b2728, b2727, b2726]	2850627	0								10.0	318719.9643314104
b2726	2850647	2850997	1	gene		2850647	0	P0A700							110.73090803705458	318729.9643314104
PM00574	2850839	2851000	1	promoter	[b2731, b2730, b2729, b2728, b2727]	2850997	0								10.0	318739.9643314104
b2727	2851001	2851873	1	gene		2851001	0	P0AAN3							110.73090803705458	318850.69523944746
b2728	2851864	2852136	1	gene		2851873	0	P0AAM3							110.73090803705458	318860.69523944746
b2729	2852136	2853257	1	gene		2852136	0	P24192							110.73090803705458	318971.4261474845
b2730	2853254	2854264	1	gene		2853257	0								110.73090803705458	319082.15705552156
b2731	2854338	2856416	1	gene		2854338	0	P19323							110.73090803705458	319192.8879635586
b2732	2856453	2856806	-1	gene		2856453	0	P25728							110.73090803705458	319303.61887159565
PM-8829	2856807	2856828	-1	promoter	[b2732]	2856807	0								10.0	319414.3497796327
PM823	2857019	2857092	1	promoter	[b2733]	2857019	0								10.0	319525.08068766975
b2733	2857093	2859654	1	gene		2857093	0	P23909	DNA mismatch repair protein mutS OS=Escherichia coli (strain K12) GN=mutS PE=1 SV=1	mutS	Cytoplasm	0.006307514600214671	0.00614922499917971	0.005376878136769137	110.73090803705458	319535.08068766975
b2734	2859760	2860416	1	gene		2859760	0	P55799							110.73090803705458	319545.08068766975
b2735	2860467	2861234	-1	gene		2860467	0	P52598							110.73090803705458	319655.8115957068
b2736	2861430	2862338	1	gene		2861430	0	Q46888							110.73090803705458	319766.54250374384
PM0-9374	2862197	2862334	1	promoter	[b2737]	2862338	1								10.0	319877.2734117809
b2737	2862335	2863501	1	gene		2862338	0	Q46889							110.73090803705458	319988.00431981793
b2738	2863593	2864231	1	gene		2863593	0	Q46890							110.73090803705458	319998.00431981793
b2739	2864236	2865012	1	gene		2864236	0	Q46891							110.73090803705458	320108.735227855
b2740	2865101	2866465	1	gene		2865101	0	Q46892							110.73090803705458	320219.466135892
b2741	2866559	2867551	-1	gene		2866559	0	P13445	RNA polymerase sigma factor rpoS OS=Escherichia coli (strain K12) GN=rpoS PE=3 SV=3	rpoS	Cytoplasm	0.01302664170141157	0.013819550427988549	0.014024719635956886	110.73090803705458	320330.1970439291
PM00590	2867552	2868118	-1	promoter	[b2741]	2867552	0								10.0	320440.9279519661
b2742	2867614	2868753	-1	gene		2868118	0	P0ADA3	Lipoprotein nlpD OS=Escherichia coli (strain K12) GN=nlpD PE=1 SV=1	nlpD	Cell inner membrane	0.02404654235494597	0.022933061914155683	0.021614767939074107	110.73090803705458	320551.65886000317
PM00586	2868754	2868829	-1	promoter	[b2741, b2742]	2868754	0								10.0	320561.65886000317
b2743	2868893	2869519	-1	gene		2868893	0	P0A7A5	Protein-L-isoaspartate O-methyltransferase OS=Escherichia coli (strain K12) GN=pcm PE=1 SV=2	pcm	Cytoplasm	0.008561721418913126	0.007242898739506446	0.006942617004339066	110.73090803705458	320672.3897680402
b2744	2869513	2870274	-1	gene		2869519	0	P0A840	Multifunctional protein surE OS=Escherichia coli (strain K12) GN=surE PE=1 SV=1	surE	Cytoplasm	0.006611822410117591	0.008054877587795786	0.007167312186231751	110.73090803705458	320682.3897680402
b2745	2870255	2871304	-1	gene		2870274	0	Q57261							110.73090803705458	320793.12067607726
PM0-9657	2870275	2870686	-1	promoter	[b2743, b2744]	2871304	1								10.0	320903.8515841143
b2746	2871301	2871780	-1	gene		2871304	0	P62617							110.73090803705458	321014.58249215136
b2747	2871780	2872490	-1	gene		2871780	0	Q46893							110.73090803705458	321024.58249215136
b2748	2872509	2872820	-1	gene		2872509	0	P0A6S5	Cell division protein ftsB OS=Escherichia coli (strain K12) GN=ftsB PE=1 SV=1	ftsB	Cell inner membrane	0.0006889675611790227	0.0005302705074915375	0.00040874871893057014	110.73090803705458	321135.3134001884
b2749	2873014	2873337	-1	gene		2873014	0	P46141							110.73090803705458	321246.04430822545
b2750	2873387	2873992	-1	gene		2873387	0	P0A6J1							110.73090803705458	321356.7752162625
b2751	2873992	2875419	-1	gene		2873992	0	P23845							110.73090803705458	321467.50612429954
b2752	2875421	2876329	-1	gene		2875421	0	P21156							110.73090803705458	321578.2370323366
PM00198	2876330	2876368	-1	promoter	[b2750, b2751, b2752]	2876330	0								10.0	321688.96794037364
b2753	2876581	2877618	1	gene		2876581	0	P10423							110.73090803705458	321799.6988484107
b2754	2878569	2878853	-1	gene		2878569	0	P45956							110.73090803705458	321809.6988484107
PM0-9718	2878854	2878915	-1	promoter	[b2754]	2878854	0								10.0	321920.42975644773
b2755	2878855	2879772	-1	gene		2878915	0	Q46896							110.73090803705458	322031.1606644848
b2756	2879788	2880387	-1	gene		2879788	0	Q46897							110.73090803705458	322041.1606644848
b2757	2880374	2881048	-1	gene		2880387	0	Q46898							110.73090803705458	322151.8915725218
b2758	2881051	2882142	-1	gene		2881051	0	Q46899							110.73090803705458	322262.6224805589
b2759	2882155	2882637	-1	gene		2882155	0	P76632							110.73090803705458	322373.3533885959
b2760	2882630	2884138	-1	gene		2882637	0	Q46901							110.73090803705458	322484.08429663297
PM0-10544	2884139	2884319	-1	promoter	[b2760, b2759, b2758, b2757, b2756, b2755, b2754]	2884139	0								10.0	322594.81520467
b2761	2884553	2887219	-1	gene		2884553	0	P38036							110.73090803705458	322705.54611270706
b4701	2887354	2887409	1	gene		2887354	0								110.73090803705458	322715.54611270706
b2762	2887578	2888312	-1	gene		2887578	0	P17854	Phosphoadenosine phosphosulfate reductase OS=Escherichia coli (strain K12) GN=cysH PE=1 SV=3	cysH	Cytoplasm	0.08633482919372945	0.0847974220113511	0.09541407160616262	110.73090803705458	322826.2770207441
b2763	2888387	2890099	-1	gene		2888387	0	P17846							110.73090803705458	322937.00792878115
b2764	2890099	2891898	-1	gene		2890099	0	P38038							110.73090803705458	323047.7388368182
PM00107	2891899	2891964	-1	promoter	[b2762, b2763, b2764]	2891899	0								10.0	323158.46974485525
b2765	2892214	2892579	1	gene		2892214	0	P65870							110.73090803705458	323269.2006528923
b2766	2892657	2893928	1	gene		2892657	0	Q46904							110.73090803705458	323279.2006528923
b2767	2893919	2894179	1	gene		2893928	0	Q46905							110.73090803705458	323389.93156092934
b2768	2894196	2894771	1	gene		2894196	0	Q46906							110.73090803705458	323500.6624689664
b2769	2894919	2895779	-1	gene		2894919	0	Q46907							110.73090803705458	323611.39337700343
b2770	2895776	2896555	-1	gene		2895779	0	Q46908							110.73090803705458	323722.1242850405
b2771	2896533	2897870	-1	gene		2896555	0	Q46909							110.73090803705458	323832.8551930775
b4463	2897964	2899418	-1	gene		2897964	0	Q46911							110.73090803705458	323943.5861011146
b2774	2899488	2900273	-1	gene		2899488	0	P76633							110.73090803705458	324054.3170091516
b2775	2900592	2901869	1	gene		2900592	0	P77031							110.73090803705458	324165.04791718867
b2776	2901896	2903374	1	gene		2901896	0	P55138							110.73090803705458	324275.7788252257
b2777	2904747	2905418	-1	gene		2904747	0	P64554							110.73090803705458	324386.50973326276
b4682	2905557	2905697	1	gene		2905557	0	C1P612							110.73090803705458	324497.2406412998
b2778	2905711	2906583	1	gene		2905711	0	P55140							110.73090803705458	324607.97154933686
